"Experiment","Run","Correlation","RMSE","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",22,0.836727807709897,6.68154011837291,3.38309712162042,-958.257383497866,0.559371465928132,18,1027.735,"x1*sigmoid(x13)","x10*x6","x13",1,1,0.999999999654778
"P2",22,0.835008521342488,6.42220590264143,3.4152874922826,-968.944687867923,0.592912368391386,15,961.07,"x10*x6","exp_dbl(x13)*x1","x9*x13",1,1,0.99999999997394
"P3",22,0.762301842691742,8.97660547317988,4.09949166062935,-993.90904457421,0.204676650213693,15,762.892999999996,"sigmoid(p0(p0(x8*x13)))","x6*x11","x11",0.999999999995968,0.999999999948758,0.999999999458665
"P4",22,0.834134363571933,6.35252771297862,3.42973069763549,-974.921443570802,0.601697902479498,11,942.947,"x1*exp_dbl(x13)","p3(x6)","((x11*(x6*x6))*(x6*x6))*x5",1,1,1
"P5",22,0.890217289417427,4.59672556073567,2.85497283496063,-993.859813593445,0.79144691989366,14,740.23000000001,"((x6*x6)*x10)*p0(x13)","x10","x9",1,1,0.999999052281933
"P6",22,0.884996598218702,4.6867556682213,2.98550263811728,-997.189210638066,0.783197601064318,14,792.344999999972,"troot(x13)*x5","x13","x11",0.999999999999996,0.999999972350569,0.999999895429067
