"Experiment","Run","Correlation","MAE","RMSE","Time","FirstFeature","SecondFeature","ThirdFeature","FourthFeature","FifthFeature"
"S1",1,0.725643722073158,1.63464627015532,2.21873523880847,0.388,"x1","x2","x3","x4","x5"
"S1",1,0.729969248446004,1.59799151422206,2.2029594908096,0.406,"x1","p2(x3)","x3","x4","x6"
"S1",2,0.736842390504296,1.57646841893671,2.17940874822945,0.207,"x1","x2","x3","x4","x5"
"S1",3,0.732147496012931,1.62330544639067,2.19642018658816,0.211,"x2","x3","x4","x5","x7"
"S2",1,0.743750873918782,1.56476940964082,2.15510080397687,0.58,"x2","x3","x4","x5","x6"
"S2",2,0.753063238000378,1.56529641464114,2.12082631293646,0.741,"x1","exp_dbl(x4)","x4","x5","x6"
"S2",3,0.743566400745151,1.56135118465674,2.15606895700364,0.401,"x1","p2(1+x1)","x5","x6","x7"
