"Experiment","Run","Correlation","RMSE","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",16,0.885384341833804,4.77095333525922,2.9673181668406,-972.432150988108,0.775337910243489,17,936.118,"x6*x10","x11","x13",1,0.99999999999987,0.999999990057002
"P2",16,0.896994864721352,4.45103051497876,2.73856524810882,-965.422861581268,0.804457753555595,13,960.953000000001,"p3(x6)*x9","x6","x9*p0(p0(x13))",1,1,1
"P3",16,0.867465762670728,5.33899539290292,3.10593260004001,-974.796897082601,0.71865542262655,25,1052.762,"p3(x6)*x9","x11","p0(x6)",1,1,1
"P4",16,0.891681893108382,4.56144638990291,2.818491557461,-985.647615611475,0.794635861887331,11,893.229999999996,"x10*(x6*p0(x13))","x6","x1",1,1,0.999999986678705
"P5",16,0.856664701056373,5.53336106116226,3.19795561155298,-989.79910464723,0.69779790135857,17,952.010999999999,"p3(x6)","troot(x13)*x10","x11",1,1,0.999999999999984
"P6",16,0.883457417958937,4.79833813607415,3.03351571726048,-971.90085941018,0.772751432020601,20,935.116000000009,"x9*p0(x13)","x6*x9","x9",1,1,1
