"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",11,0.85032036023255,3.33857810170543,-980.651129128369,0.664823615087123,18,983.214999999998,"(x6*x9)*sigmoid(x13)","x6*x9","p3(x6)",1,1,0.999999999992964
"P2",11,0.870473673303671,3.18049871011469,-988.612733076972,0.756502362576179,16,854.593000000001,"x6*x9","x9*p0(x13*x13)","x1",0.999999997326283,0.999999997326283,0.999727438791032
"P3",11,0.885099638375817,3.0792680593288,-985.416488974952,0.781521980366911,15,807.898000000001,"x9","x9*(p0(x13*x6)*x6)","x1",1,1,0.999781876175931
"P4",11,0.895298588493054,2.78244210903801,-973.360902125821,0.801236322258104,13,920.103000000003,"p0(x13)*x10","x10*p3(x6)","p3(x6)",1,1,1
"P5",11,0.816414617391177,3.6557010334975,-975.386994398215,0.49431219415616,12,833.78899999999,"p3(x6)","x13*x10","x9*(x11*x6)",1,1,0.999999999998046
"P6",11,0.810657183504349,3.69112041406494,-992.624172116971,0.563388742669123,10,758.733000000007,"x6","x13","(x1*exp_dbl(x13))*x1",1,1,1
