"Experiment","Run","Correlation","MAE","RMSE","Time","FirstFeature","SecondFeature","ThirdFeature","FourthFeature","FifthFeature"
"S6",3,0.774185540687807,1.48054029337862,2.0416225687884,6837.563,"x8","x9","troot(x7)","x5*x5","exp_dbl(x6)"
"S1",30,0.763979127173425,1.49739686113894,2.08019339964777,6337.89,"x4","x5","x6","x7","x8"
"S2",30,0.779313370707309,1.46007710736591,2.02199218676218,6978.792,"x8","x9","x7","x5","sin(x4*exp_dbl(x5))"
"S3",30,0.776386028205401,1.47262522937536,2.03316754612101,6683.201,"x5*x9","x3","x4","x5","x6"
"S4",30,0.767324014190879,1.49632764465035,2.06649947715892,6600.701,"x4","x5","x8","x9","x6"
"S5",30,0.774511882458056,1.47975727237823,2.03986116583315,5774.86,"sin(x5)","exp_dbl(x5)*(exp_dbl(x5)*x4)","x6","sin(x7)","exp_dbl(sin(x5))"
"S6",30,0.769135476657939,1.48924024304771,2.06011245348528,6845.438,"x3","x4","x5","x7","x8"
"S1",4,0.773886280892705,1.48220864555161,2.04274635898288,6862.021,"exp_dbl(x4)","x3","x4","x9","x3*troot(x7)"
"S2",4,0.769771746394355,1.48890330656243,2.05816333009676,5798.087,"x8","x9","x5","exp_dbl(x5)","exp_dbl(x5)*x4"
"S3",4,0.77539805129494,1.47601774736622,2.03692306489796,5743.472,"x6","x7","sigmoid(1+(x8+(x9+x4)))","x4","exp_dbl(x5)"
"S4",4,0.774997380119584,1.47275992400393,2.03872352008629,6829.288,"x8","x9","sin(x5)*x5","exp_dbl(x4)","x6"
"S5",4,0.771375440910872,1.48346916560377,2.05219296756948,6946.084,"troot(x7)","x3","x4","x5","x6"
"S6",4,0.770884213368538,1.48403156413755,2.05489361045026,7120.32999999999,"x4","x9","x5*x5","sin(troot(x4*x5))","x6"
"S1",5,0.774212058805439,1.48354035072148,2.04151734262428,7286.188,"x5*sin(x5)","x4","sin(x5)","(x5*x4)*x4","troot(x7)"
"S2",5,0.774341496532562,1.4787618103687,2.04135810216018,6050.994,"x9","x8","x5*x5","x5*x4","troot(x7)"
"S3",5,0.769175194401593,1.4853022648208,2.06065642712005,6241.343,"x5*x5","x4*troot(x4)","troot(x6*x7)","troot(x4)","x8"
"S4",5,0.764949749303852,1.49721911830702,2.0758842020579,7065.339,"x4","x7","x8","x9","x5*x7"
"S5",5,0.775570312061772,1.47972593898172,2.03646409186992,6882.525,"troot(x4)","exp_dbl(x6)","x7","troot(x5*x4)","x9"
"S6",5,0.774559127234184,1.46988606947695,2.04010237061665,6744.147,"x4","x5","x9","x7","exp_dbl(x5)*x5"
"S1",6,0.773200817667996,1.48595276511172,2.0447446214707,6180.007,"x4*p0(x5)","x5*p3(x3)","x3","x5","exp_dbl(x5)"
"S2",6,0.772573396787719,1.48333034383498,2.04789610139561,7306.393,"x4","x5","x9","x4*sigmoid(1+x5)","sin(x5)"
"S3",6,0.773947697308302,1.48221980443853,2.04257120904882,6641.626,"troot(p0(x7))","x4","troot(x3)","x8","x9"
"S4",6,0.771536688126759,1.48487003551564,2.05165310481203,6803.145,"x9","x4","x5","x6","exp_dbl(x4)*x8"
"S5",6,0.76757488901771,1.4911491962532,2.06718818617974,6653.843,"x8*x5","x3","(x5*(x1*x9))*x3","troot(x7)","x6*exp_dbl(x6)"
"S6",6,0.764939084728896,1.4990747461473,2.07707993513028,6511.458,"x9","x8","x6","p3(x5)","x4"
"S1",7,0.760751962159032,1.5169500711041,2.09267926902283,7043.994,"x4*x7","x2","x4","x5*x2","x6"
"S2",7,0.77653360380148,1.47003986799119,2.03285663456079,6012.821,"x4","x5","troot(p3(x4)*x5)","p0(x7)","x9"
"S3",7,0.761809723674314,1.49875727035862,2.08902670328094,6538.202,"x4","p3(x6)","x4*x4","exp_dbl(sin(x5))","x9"
"S4",7,0.76997693821643,1.49328531681536,2.057824439114,6670.073,"x8","x9","x5","p0(x7)","x3"
"S5",7,0.772612900329398,1.48061828789109,2.0473284229065,6150.609,"x5*x5","x4","x5","p0(x7)","x8"
"S6",7,0.764253480967168,1.49853645377762,2.07895027285781,6847.538,"troot(x3)","x5","x7","x9","x8*p0(x5)"
"S1",8,0.770694976603222,1.48449312786978,2.05448182230025,7231.013,"x3","x4","x5","x7","x8"
"S2",8,0.77358973784557,1.48248503446416,2.04403729929542,6545.425,"x4","x5","x8","x9","x5*troot(x4)"
"S3",8,0.756350326526818,1.51708940713895,2.10829007292181,7144.918,"x8","x4","x5","(p0(x2)*(x6*x7))*x2","x7"
"S4",8,0.77356601460633,1.48268309373604,2.04414513503488,6537.685,"x9","x5","x4","x5*sin(x4)","x5*x4"
"S5",8,0.764844177381785,1.49550491495839,2.07731200619143,6381.096,"x8","x5","x4","x5*x4","x9"
"S6",8,0.774619542963222,1.47676672077098,2.03962858918861,7076.788,"x9","x6","x4","x8","troot(x4*p3(x5))"
"S1",9,0.770824807850113,1.49499004134817,2.05327961715654,7138.31,"sin(1+x5)*x2","x2","x3","x4","x7"
"S2",9,0.774843913152496,1.47828864500518,2.03899205946072,6999.187,"x4","x5","x8","x7","x6"
"S3",9,0.773999909745548,1.48180408661922,2.04260070176613,6655.305,"sin(x3)","x4","x5","x7","x4*x5"
"S4",9,0.762136001740287,1.50168584345655,2.08805896646373,6275.114,"p0(1+x4)","x9","exp_dbl(x5)","x5","sin(x7*p0(x6))"
"S5",9,0.775114803796563,1.47441524374367,2.03766143154435,6919.149,"x6","x8*x5","exp_dbl(x5)*x4","exp_dbl(troot(x7))","p3(exp_dbl(x5))"
"S6",9,0.769284099091536,1.48979780076079,2.05992125757348,6435.786,"x4","x6","x8","x9","exp_dbl(x2)*exp_dbl(x7)"
