"Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"_deprecated_195_auto_price",159,16,"S1",6,0.951341825926871,0.0433905745649783,0.0628251034242563,125.948985425821,0.778634177584723,10,408.212,"x5*x7","x2","x12",0.999999999977941,0.754701490423094,0.70902186883429
"_deprecated_207_autoPrice",159,16,"S1",6,0.951341825926871,0.0433905745649783,0.0628251034242563,125.948985425821,0.778634177584723,10,408.296999999999,"x5*x7","x2","x12",0.999999999977941,0.754701490423094,0.70902186883429
"1027_ESL",488,5,"S1",6,0.925271407784755,0.0548112656736959,0.0718292245507206,477.414796083047,0.85281635315109,5,757.34,"x3","x4","x1",1,1,0.99999999162631
"1028_SWD",1000,11,"S1",6,0.618159691511473,0.168091385956401,0.20711546717548,78.7901887069917,0.379450174413231,9,1019.074,"x3","x10","x5",1,0.999999999994526,0.999999941427435
"1029_LEV",1000,5,"S1",6,0.71599051705237,0.121315133861994,0.159847067314418,310.455627883234,0.503862428562719,6,882.17,"x3","x1","x2",1,0.999999999981152,0.666682297709077
"1030_ERA",1000,5,"S1",6,0.559314849797117,0.16393154000135,0.203987135988027,154.428692891247,0.304179668423643,4,1046.218,"x1","x2","x3",1,1,1
"1089_USCrime",47,14,"S1",6,0.920645137218929,0.128516350316019,0.158104359471267,28.2970877063742,0.657378491405613,8,404.428,"x13","x3","x12",0.970610043253246,0.820767006263664,0.70731890284988
"1096_FacultySalaries",50,5,"S1",6,0.802594985634649,0.0747655763648623,0.214435794214722,66.7506322200254,0.419353032325762,6,354.349,"x4","x2","x3",0.973749001239559,0.667059786709496,0.666786799271944
"192_vineyard",52,3,"S1",6,0.487754265112961,0.079279174759001,0.0876468950614041,25.4410020070751,-0.246888603823109,4,483.501,"x2","x2*x1","x1",0.975480654469185,0.96388199921169,0.668725283863027
"197_cpu_act",8192,22,"S1",6,0.990350709980295,0.0189777552494255,0.0256954498595569,13615.3278764286,0.980777011874315,29,15918.546,"x3","x7","troot(sigmoid(x17)*x21)",1,1,1
"210_cloud",108,6,"S1",6,0.851428180594563,0.0558343594373515,0.103212127534765,122.986462315839,0.706528834986199,5,457.279000000002,"x3","x4","x2",1,1,0.864071519073845
"225_puma8NH",8192,9,"S1",6,0.822429725178927,0.102640097959891,0.133015516096282,3602.15662345818,0.676240405544652,12,10387.877,"cos_deg(x2)","x3*sigmoid(x2)","x3*x2",1,0.999999999996685,0.999999999860163
"227_cpu_small",8192,13,"S1",6,0.984465308997214,0.0241972317794394,0.0325437297069321,12009.9663944089,0.969165060885944,20,13578.919,"x3","cos_deg(sin_deg(x12))","cos_deg(x6)",1,1,1
"228_elusage",55,3,"S1",6,0.875264448435051,0.098963187262183,0.124317162200482,28.5604755651033,0.752532458150683,5,373.331000000006,"x1","x1","x1",0.57183362131709,0.571518581382542,0.571203541350612
"229_pwLinear",200,11,"S1",6,0.963005941190223,0.0399461997843261,0.0523254622489415,155.536273355291,0.922601952287912,17,715.754000000001,"x6*x1","x1","x1*x2",1,0.999999999999999,0.999999999997498
"230_machine_cpu",209,7,"S1",6,0.975484857963162,0.0228607313132869,0.031269292859541,275.50505295481,0.948429830796637,8,632.053,"x2*x6","x3","x4",0.999999999999985,0.825097103715025,0.712419916084714
"294_satellite_image",6435,37,"S1",6,0.0884479507089846,0.19044490219369,2.87647254705384,1794.34229025262,-59.8403561740594,30,13303.901,"x2","cos_deg(x1)","sigmoid(x21)",1,1,1
"4544_GeographicalOriginalofMusic",1059,118,"S1",6,0.846750093206336,0.0530695767417281,0.0694450201203721,1085.83031733886,0.697799204010788,15,3055.52,"x42","x100","x98",1,1,0.999999999999987
