"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",30,0.893915270443495,2.90540532645647,-976.217488523111,0.797544113772653,14,858.527000000002,"x6","x10*x6","x10",1,1,0.99999999999997
"P2",30,0.883272859485993,3.02818088342682,-979.153042156858,0.777844232940529,14,866.307999999997,"exp_dbl(troot(x13))*x9","x9*x6","x1",1,0.99978500051612,0.999616095888416
"P3",30,0.869967699227335,3.09999326898154,-1009.20446133427,0.755463229891691,13,823.369999999995,"x5*(p0(x13)*x11)","x6*x6","x5",1,1,0.999999999749865
"P4",30,0.867766426096436,3.06175752047063,-979.235077260425,0.732534267871741,21,900.725999999995,"sigmoid(x13)*x9","x10","x6*x10",1,0.999999999999589,0.999999999963645
"P5",30,0.874332453865489,2.96868164891181,-968.083760340487,0.750230444242413,18,924.483999999997,"x9*exp_dbl(x13)","x6*x9","x13*x9",1,0.999999999929009,0.999998391046543
"P6",30,0.791418109412919,3.86832684429824,-986.359875527814,0.411372836609535,13,863.866000000009,"(x8*exp_dbl(x13))*x1","x10*p3(x6)","x11",1,1,1
