"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P5",23,FALSE,FALSE,FALSE,FALSE,10,0.776827797469793,0.776827797469793,0.0575950510364594,-102.237348925172,0.998812159552637,10,NA,"x4","x4*x10","x4*x6",0.918897395035693,0.516675233392741,0.483147779493944
"P2",24,TRUE,FALSE,FALSE,TRUE,0,0.999999460710163,NA,0.0400197486077828,-94.3406692127019,0.999881932931748,2,NA,"troot((x7*x4)*x4)","troot((x6*x4)*x4)",NA,0.727521084142742,0.229979072004799,NA
"P3",24,FALSE,FALSE,FALSE,FALSE,4,0.715723221996778,0.715723221996778,0.0954718412187908,-99.5125191073179,0.995993603816848,4,NA,"x4","troot(x4)*x4","x10*x4",0.999997930550711,0.999414151686184,0.998289298139631
"P4",24,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0345332113476025,-96.7669448270559,0.999941898718765,2,NA,"troot(x4*x4)","x2*x4",NA,0.893473558065107,0.893473309271364,NA
"P5",24,FALSE,FALSE,FALSE,FALSE,3,0.985488592981159,0.985488592981159,0.089840510280317,-99.5125191073178,0.996489381698562,3,NA,"x4","troot(x4)*x4","x4*x10",0.999907933857547,0.938509371236939,0.93444558316045
"P1",25,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0435964705123559,-94.3406692127019,0.999806474301908,2,NA,"troot((x4*x7)*x4)","x4",NA,0.991092401929392,0.163142692785848,NA
"P2",25,TRUE,FALSE,FALSE,TRUE,1,0.635475343487986,-0.0935728909563669,0.0341300869667466,-94.3406692127019,0.99995074048827,3,NA,"troot((x6*x4)*x4)","troot(x4*(x7*x4))","x2",0.624269958692015,0.375102172976193,0.101332256453171
"P3",25,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0427254967774606,-94.3406692127019,0.999815590914033,2,NA,"troot((x7*x4)*x4)","x4",NA,0.915221233296335,0.135380762586312,NA
"P4",25,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.0332809241104608,-96.7669448270559,0.99995496441578,3,NA,"troot(x4*x4)","x4*x2","x4",0.943076767698168,0.886497086174076,0.148181210584388
"P5",25,FALSE,FALSE,FALSE,FALSE,6,0.103049344370617,0.103049344370617,0.0392535110889275,-96.7669448270558,0.999870342521066,6,NA,"troot(x4*x4)","x2*x4","x2",0.999891265078785,0.999600917273343,0.220215895571981
"P1",26,FALSE,FALSE,FALSE,FALSE,5,0.41236235657636,0.41236235657636,0.0330761496678523,-96.7669448270558,0.999943296071526,5,NA,"troot(x4*x4)","x2*x4","x6",0.940652243916406,0.897037504303684,0.17470209261638
"P2",26,TRUE,FALSE,FALSE,TRUE,1,0.635475343487986,-0.0935728909563669,0.0378048591937861,-94.3406692127019,0.99992001296814,3,NA,"troot((x4*x7)*x4)","troot(x4*(x6*x4))","x2",0.544590566229525,0.45392906638527,0.164014428215694
"P4",26,FALSE,FALSE,FALSE,FALSE,4,0.262715586591847,0.262715586591847,0.0365438500049952,-96.7669448270559,0.999929280847124,4,NA,"troot(x4*x4)","x2*x4","x2",0.881356229574732,0.864765239353645,0.178992890720873
"P1",27,FALSE,FALSE,FALSE,FALSE,4,0.279984609013674,0.279984609013674,0.0387187366051977,-96.7669448270558,0.999874140810911,4,NA,"troot(x4*x4)","x2*x4","x2",0.999999238590009,0.98480692933569,0.157450248589498
"P2",27,TRUE,FALSE,FALSE,FALSE,2,0.736363304519855,0.604544956779782,0.0305127791405161,-94.5244319535552,0.999968027391691,3,NA,"troot(x6*(x4*x4))","troot(x4*x4)","x2*x4",0.758395071085081,0.241598642022585,0.241120368121605
"P3",27,FALSE,FALSE,FALSE,FALSE,6,0.694996184325757,0.694996184325757,0.0297426965961371,-96.7669448270559,0.999962773876228,6,NA,"troot(x4*x4)","x2*x4","x4",0.8905187173401,0.85250092138758,0.169115199673666
"P4",27,TRUE,FALSE,FALSE,FALSE,1,0.462258623933997,-0.075482752132005,0.0302682387716364,-94.5244319535552,0.999968217262207,2,NA,"troot((x4*x6)*x4)","x6",NA,0.900686047209705,0.108462238031408,NA
"P5",27,FALSE,FALSE,FALSE,FALSE,4,0.527094080073312,0.527094080073312,0.0353226103201985,-96.7669448270558,0.999939034210794,4,NA,"troot(x4*x4)","x4*x2","x4",0.941413854861623,0.878738575963205,0.186354749125623
