"Experiment","Run","Number","Feature","Margs"
"P1",20,"Feature1","exp_dbl(x13*x8)",0.999999999988087
"P1",20,"Feature2","x6*x10",0.999999979302555
"P1",20,"Feature3","x1",0.999901960698091
"P1",20,"Feature4","x7",0.999170484074069
"P1",20,"Feature5","sigmoid(x13)",0.999138604255976
"P1",20,"Feature6","x12",0.96777862034178
"P1",20,"Feature7","x11",0.800856288186555
"P1",20,"Feature8","x10",0.769762091165383
"P1",20,"Feature9","(x13*x10)*x6",0.673432438405172
"P1",20,"Feature10","x10",0.6570548055086
"P1",20,"Feature11","x8",0.582793376512389
"P1",20,"Feature12","x8",0.567851578791141
"P1",20,"Feature13","x10",0.544115696130836
"P1",20,"Feature14","x10",0.534981755620044
"P1",20,"Feature15","x11",0.491734358944987
"P1",20,"Feature16","x6",0.482731026569073
"P1",20,"Feature17","x13",0.469377088212839
"P1",20,"Feature18","x13",0.468029525814781
"P1",20,"Feature19","x6",0.386896244102714
"P1",20,"Feature20","x6*x6",0.345571984611529
"P1",20,"Feature21","x6*(x13*x10)",0.318618158895072
"P1",20,"Feature22","x10",0.304653537222859
"P1",20,"Feature23","x10",0.302505131831152
"P1",20,"Feature24","x13",0.30203425698006
"P1",20,"Feature25","x12",0.287077707341902
"P1",20,"Feature26","x9*x10",0.0552644875013147
"P2",20,"Feature1","x11",0.999999999999882
"P2",20,"Feature2","x6*x9",0.999999999998649
"P2",20,"Feature3","((x10*exp_dbl(x13))*x1)*x1",0.999999999997254
"P2",20,"Feature4","x12",0.999999999939197
"P2",20,"Feature5","x12*(x1*x13)",0.999999997271297
"P2",20,"Feature6","p3(x6)",0.999999272213804
"P2",20,"Feature7","x13",0.999999072851769
"P2",20,"Feature8","x8",0.999953534837775
"P2",20,"Feature9","x10",0.999691726559647
"P2",20,"Feature10","x7",0.99792798437713
"P2",20,"Feature11","exp_dbl(x13)",0.993180749530734
"P2",20,"Feature12","x9",0.697647766088705
"P2",20,"Feature13","x9",0.654548458418772
"P2",20,"Feature14","x6",0.0837291850894687
"P2",20,"Feature15","x6",0.0671192215492977
"P2",20,"Feature16","x6",0.033899138553516
"P3",20,"Feature1","x6*x10",1
"P3",20,"Feature2","sigmoid(x13)*x1",0.999999999999974
"P3",20,"Feature3","x9",0.999990607878153
"P3",20,"Feature4","(x6*x10)*x13",0.999986975562103
"P3",20,"Feature5","x12",0.99996177460619
"P3",20,"Feature6","x11",0.999924786512484
"P3",20,"Feature7","sigmoid(x13)",0.999590776052226
"P3",20,"Feature8","x8",0.999058796239831
"P3",20,"Feature9","x6",0.998907961956853
"P3",20,"Feature10","x1",0.998591110023505
"P3",20,"Feature11","x12*x7",0.989212749566799
"P3",20,"Feature12","x10",0.851431793829936
"P3",20,"Feature13","x10",0.83507604034743
"P3",20,"Feature14","x13",0.824696101299646
"P3",20,"Feature15","x13",0.72486943904325
"P3",20,"Feature16","x1",0.616094448833074
"P3",20,"Feature17","x13",0.568457039757249
"P3",20,"Feature18","x13",0.445119739131128
"P3",20,"Feature19","x6",0.315735041149154
"P3",20,"Feature20","x5*x1",0.260046814941086
"P3",20,"Feature21","x8",0.0863276780877975
"P3",20,"Feature22","x1*x5",0.0308692625741637
"P3",20,"Feature23","(x12*x7)*x12",0.00645288900790503
"P3",20,"Feature24","x6*x11",0.00515708677120252
"P4",20,"Feature1","x1",1
"P4",20,"Feature2","x6*x13",1
"P4",20,"Feature3","x11",1
"P4",20,"Feature4","x1*sigmoid(x13)",1
"P4",20,"Feature5","p3(x6)",1
"P4",20,"Feature6","x10*p3(x6)",1
"P4",20,"Feature7","x10",0.999999930201171
"P4",20,"Feature8","x8",0.997445299390473
"P4",20,"Feature9","x7",0.997158402852576
"P4",20,"Feature10","x12",0.865733879957125
"P4",20,"Feature11","x5",0.629076205303809
"P4",20,"Feature12","x12",0.551201955476221
"P4",20,"Feature13","x4",0.0429387350054988
"P4",20,"Feature14","x6",0.0429386694915015
"P4",20,"Feature15","x4",0.0214755563699174
"P4",20,"Feature16","x8*x9",0.0093567928971741
"P4",20,"Feature17","x7",0.00809301351952755
"P5",20,"Feature1","p3(x6)",1
"P5",20,"Feature2","x10*x6",1
"P5",20,"Feature3","x10*sigmoid(x13)",0.999999995673612
"P5",20,"Feature4","x13",0.999999986362161
"P5",20,"Feature5","x1",0.999975324047138
