"Experiment","Run","Correlation","RMSE","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",30,0.874399409278636,4.89945292256554,3.01602128956493,-1009.51517462701,0.763072956658213,22,1013.437,"troot(x13*x10)","x11","x6*(x9*x6)",0.999999999999998,0.9999999978176,0.99870592134169
"P2",30,0.812967626445104,7.33427158965984,3.70855018678604,-980.226552053002,0.46907468587197,12,959.085999999996,"x10*x6","sigmoid(x13)*x1","x13*x10",1,0.999999999999812,0.999999999978441
"P3",30,0.375196119675544,72.1243086789366,11.5830352803821,-1010.27177543552,-50.3431823544568,19,867.513000000006,"x13*x6","x11","exp_dbl(x13*x6)",1,0.999999999999999,0.99999999999972
"P4",30,0.893292017882484,4.52642122469489,2.85083102017177,-978.780518362605,0.797777539672783,16,937.667000000001,"x6","x10*troot(x9*troot(exp_dbl(x13)))","p0(x6)",0.999999999999998,0.999999999999996,0.999999999218179
"P5",30,0.883880575820969,4.72294679217371,2.94106942529251,-976.319816244991,0.779836377352642,14,942.798999999999,"x6*x6","x6*x10","x10*p0(x13)",1,1,1
"P6",30,0.816516905309092,7.00436567842891,3.72043494139845,-985.860401823746,0.515763993360991,17,897.415999999997,"troot(x6)","p3(troot(p3(x6*(x5*x11))))*x6","sigmoid(x13)*x1",1,1,1
