"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",10,0.887427116265242,3.0278907154476,-971.443289498608,0.78683986360692,17,942.576999999999,"x9*sigmoid(troot(x13))","x9*x6","x11",1,0.999999999946759,0.999999998400265
"P2",10,0.877260121476202,3.06476468453729,-978.950773304494,0.762538804523842,17,963.079000000005,"x6*x10","p0(x13)*x9","x1",0.999999999999997,0.999999999998491,0.999992943724203
"P3",10,0.867547690555233,3.19802690544063,-1018.68495555843,0.751784640813666,13,911.653000000006,"x6","x11","p0(x13)",1,1,0.999999999997574
"P4",10,0.865441581860004,3.14382787319878,-979.251009007121,0.72104166012336,14,906.781999999992,"x10","x10*x6","x9",0.99999999996292,0.999999999845798,0.999999999687504
"P5",10,0.824821198907935,3.56703190224174,-970.142048072579,0.568921665086251,14,903.491000000009,"exp_dbl(x13)*x1","p3(((x6*x6)*x11)*x5)","x6*x6",1,1,1
"P6",10,0.894847890919792,2.85305981912646,-965.340886928853,0.800420598494139,18,952.103000000003,"p0(x13)*x10","x10","x10*x6",1,1,1
