"Experiment","Run","Correlation","RMSE","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",17,0.863061812467866,5.45279540904684,3.10473241526811,-974.680077060861,0.706533952417882,13,988.260000000002,"(x10*exp_dbl(x13))*x10","p3(x6)","x13*x9",1,0.999999999999833,0.999999999167376
"P2",17,0.806715255982579,6.99356615626856,3.7759202380413,-972.906238530554,0.517256058800762,14,972.209999999999,"x1*exp_dbl(x13)","x10","x6*x10",1,0.999999999999999,0.999999999999989
"P3",17,0.883949820294927,4.71125900193013,3.06074054714942,-997.071167306916,0.780924698858621,21,949.837,"p0(x13)*(x5*x6)","x11","x11*x13",1,0.999999999999987,0.999999946754922
"P4",17,0.877504340847125,4.82782876370378,3.08242621933607,-990.769525678205,0.769949504741214,11,900.458999999988,"p3(x6)","p3(p3(x6)*x5)","x6*x11",1,1,1
"P5",17,0.880408586733827,4.82991129585639,2.85307011948687,-976.284870302924,0.769750992778113,17,1057.27300000002,"(x10*(x13*x10))*exp_dbl(x13)","x10","x10*x6",1,1,1
"P6",17,0.826533419259681,6.57659042124992,3.57955784109186,-984.027002511449,0.573105019854045,14,879.660000000003,"x5","x6","x8",1,1,1
