"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",13,0.895104472485318,2.84322071649175,-965.340886928853,0.800878543420143,20,970.940000000001,"x10*x6","x10*p0(x13)","x1",1,0.999999999999986,0.999999999653894
"P2",13,0.790804913811194,3.97429201908361,-978.436024326302,0.301219176192412,19,911.008999999998,"x6*x10","x10","x9",1,0.999999999929867,0.999999999613859
"P3",13,0.892397085216426,2.83686012243112,-979.93171854145,0.795340924273022,17,1041.33399999999,"x6*x6","(x10*p0(x13))*x10","x10*x6",1,0.999999999999999,0.999999999999952
"P4",13,0.823198300719139,3.54653532852596,-976.058739502366,0.563299083061386,13,982.354000000007,"x10","x10*x6","x1*exp_dbl(x13)",1,1,1
"P5",13,0.815783318511775,3.49765031323665,-978.309404731712,0.480816918788002,16,895.366000000009,"x6*x6","x6*x9","x11",1,1,0.999999999999988
"P6",13,0.885451530844187,2.8275073157185,-984.968795258142,0.780615766848362,16,768.266000000003,"x9","x10","(x6*x9)*exp_dbl(p0(x13))",1,1,1
