"Experiment","Run","Correlation","RMSE","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",30,0.889696251085021,4.60230491155616,2.8868205390086,-980.355007395689,0.790940343224288,19,1114.444,"x6","x13","x10",1,1,1
"P2",30,0.866128196470156,5.2416004874004,3.12112607709941,-971.914910833225,0.728826473449896,14,1000.124,"sigmoid(x13)*x9","x9*x6","x11",1,1,1
"P3",30,0.796212005715885,8.05535062688262,3.63703384521034,-974.937713433617,0.359545392477024,17,1024.84599999999,"p3(x6)","exp_dbl(x13*x8)","x11",1,0.999999999999978,0.999999983544673
"P4",30,0.894257615848754,4.50834149623554,2.8531887330547,-977.193202221116,0.799389773805898,15,974.171000000002,"x10*exp_dbl(troot(troot(x13)))","x10*x6","x13",1,1,0.999999999999999
"P5",30,0.875313956416328,4.87030519789903,3.09422341818669,-993.721682980169,0.765883614158926,15,861.059999999998,"x6","x9","x11*x6",1,1,0.999999999999948
"P6",30,0.873807808873823,4.94493253880954,3.060529457661,-990.769951649401,0.758653947937543,13,790.497999999992,"x11*x6","x11","(p0(p0(x13))*x10)*x6",1,1,1
