"Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"586_fri_c3_1000_25",1000,26,"S2",5,0.968326000810729,0.0246443998254115,0.037119932723385,1197.27612397606,0.936757161361472,22,1328.038,"troot(p3(cos_deg(cos_deg(x3)))*p3(p3(cos_deg(cos_deg(x3)))))","p2(1+(x2+x1))*x1","troot(sigmoid(p2(sin_deg(1+sin_deg(x1*x2)))))",1,1,1
"588_fri_c4_1000_100",1000,101,"S2",5,0.981068130301234,0.0257037474561826,0.0326889079597833,1298.73335424041,0.961778968753557,15,1920.045,"x4","x1*p3(x2)","x5",1,1,1
"589_fri_c2_1000_25",1000,26,"S2",5,0.949327696580353,0.0455912787416189,0.0623558440393426,728.512591996027,0.900302428505507,18,1024.502,"(x2*sigmoid(cos_deg(x3)))*troot(x2)","p2(x3)","x4",1,1,1
"590_fri_c0_1000_50",1000,51,"S2",5,0.977736488950641,0.0319018719817304,0.0397630959964875,1239.10248440833,0.95558353060593,13,1131.263,"x5","x3","sin_deg((x1*x1)*x2)",1,1,1
"591_fri_c1_100_10",100,11,"S2",5,0.905228849924109,0.0850145445180715,0.104775329643873,41.1332950307707,0.77971176039185,10,391.870999999999,"x2","sin_deg(x2)","p3(x2)",0.999999832229791,0.999984947296328,0.999984038569364
"592_fri_c4_1000_25",1000,26,"S2",5,0.986283246845032,0.0219003382655675,0.0279734311811614,1426.5289700205,0.972603710242285,22,1309.175,"x5","x1","p2(sin_deg(troot(x2)))",1,1,1
"593_fri_c1_1000_10",1000,11,"S2",5,0.857866511550196,0.0754573622490585,0.102934637197326,584.369789419936,0.73028143247005,8,1025.87,"x2","x4","x5",1,1,1
"594_fri_c2_100_5",100,6,"S2",5,0.667568429158218,0.115149239035367,0.144878780941261,12.2156010407437,0.411934015336646,6,307.554,"x2","sin_deg(x2)","x4*x3",0.999965676090321,0.998833888456734,0.996483642562057
"595_fri_c0_1000_10",1000,11,"S2",5,0.923719271757004,0.0545749634369117,0.0672342854487233,876.4517668157,0.850504781708978,12,1237.165,"x1*cos_deg(x2)","(x1*x1)*x2","x2",1,1,1
"596_fri_c2_250_5",250,6,"S2",5,0.777872515278247,0.124880960753494,0.15155246057469,80.3490901383451,0.598838409713263,8,670.725,"sin_deg(x2)","p3(x2)","x2",0.99999998547235,0.999999953638027,0.782159163575529
"597_fri_c2_500_5",500,6,"S2",5,0.760474716411391,0.10624879221598,0.141704974110225,201.188270063605,0.575467740131129,9,1059.618,"x5","x2","sin_deg(x2)",0.999999999931933,0.999996513579932,0.999165998289944
"598_fri_c0_1000_25",1000,26,"S2",5,0.974634042139468,0.037579292582246,0.0456556520506022,1136.61595473866,0.949223287455896,10,1037.858,"x4","x5","x1*sin_deg(x2*x2)",1,1,1
"599_fri_c2_1000_5",1000,6,"S2",5,0.795802028919973,0.115662161964814,0.138225529133756,336.913477511666,0.62336374923263,9,515.675999999999,"sin_deg(x1)","x5","x1*sin_deg(x1)",1,0.999999999999994,0.999999649581948
"601_fri_c1_250_5",250,6,"S2",5,0.872327283660386,0.0785559383280156,0.101225161767306,113.43063474801,0.743148192319883,9,595.103999999999,"sin_deg(x2)","x4","x5",1,1,0.999999907686132
"602_fri_c3_250_10",250,11,"S2",5,0.783060509606732,0.097574103035207,0.12796132180464,130.943370545616,0.60914474158246,5,471.472000000002,"x2*p2(x1)","x4","x1",0.999999987811766,0.999993114901078,0.997071873553217
"603_fri_c0_250_50",250,51,"S2",5,0.975334346536879,0.0313187532116034,0.0400764414201221,245.784060299558,0.950887699073754,12,570.185999999998,"x4","p3(cos_deg(cos_deg(cos_deg(x3))))","cos_deg(x2)",1,1,1
"604_fri_c4_500_10",500,11,"S2",5,0.909102043545936,0.0576632550401235,0.0713967332924984,424.043249151137,0.813794878669262,17,1008.442,"sin_deg(x1)","x4","x2*x2",1,1,1
"605_fri_c2_250_25",250,26,"S2",5,0.656003004849818,0.133760852255586,0.183522768087472,86.5226066265129,0.369509489140496,9,498.906000000003,"x5","x4","x1",0.999999991495995,0.999936182111059,0.999923865244635
"606_fri_c2_1000_10",1000,11,"S2",5,0.96184459725453,0.0415597616580054,0.0541622330503363,968.53688207366,0.925090382029797,17,1639.939,"x2*p2(x1)","x2","x3",1,1,1
"607_fri_c4_1000_50",1000,51,"S2",5,0.981220551453483,0.0227706957482518,0.0291110402004475,1346.58121119396,0.962790780636794,10,1225.398,"cos_deg(1+p2(1+(x1+x2)))","x3","x5",1,1,1
"608_fri_c3_1000_10",1000,11,"S2",5,0.925450295111558,0.0424193454174789,0.0560546802632383,944.159850726142,0.855532635084051,14,1478.448,"x2","x1","p2(troot(x1))",1,1,1
"609_fri_c0_1000_5",1000,6,"S2",5,0.895327673198234,0.0661210280027842,0.0812596869761691,780.791237094598,0.799313968723664,8,1419.558,"x1","x4","x5",1,1,1
"611_fri_c3_100_5",100,6,"S2",5,0.629193425463901,0.140102186494247,0.162144978154732,29.9301512958374,0.376879877635059,7,348.411,"cos_deg(x5)","x3","x4",0.899257359016048,0.635067577593432,0.607139581135758
"612_fri_c1_1000_5",1000,6,"S2",5,0.877964771907685,0.0782750038641744,0.0946292921280893,706.278860529324,0.769821745738517,9,462.352999999999,"x1","x2","sin_deg(x2)",1,1,1
"613_fri_c3_250_5",250,6,"S2",5,0.569024785117582,0.13872014139676,0.161419151642768,90.9245987081278,0.311934499840411,6,445.034,"p3(x5)","x5","x2*x4",0.999886872903016,0.982588002823054,0.773795182896058
"615_fri_c4_250_10",250,11,"S2",5,0.853056742888475,0.0689189571867436,0.0896988946164149,133.955567423275,0.712209803896253,9,483.100000000002,"sin_deg(cos_deg(x5))","p3(x2)","sin_deg(x2)",1,0.999924728182239,0.999714588919979
"616_fri_c4_500_50",500,51,"S2",5,0.902329362213273,0.0577174934312493,0.078446661612882,379.810331443834,0.789088673157973,13,738.617999999999,"troot(x1)","sin_deg(sin_deg(sin_deg(p3(x4))))","troot(cos_deg(sin_deg(x2)*troot(x1)))*x1",1,1,1
"617_fri_c3_500_5",500,6,"S2",5,0.859982961860829,0.060534413705937,0.0811109463452702,322.711700193799,0.737376418212286,9,1120.679,"x4","x5","cos_deg(x2)",1,0.999999999999999,0.99999999999975
"618_fri_c3_1000_50",1000,51,"S2",5,0.792864217812299,0.0794960672469051,0.101933382304796,630.822182257953,0.615114712710194,8,1015.127,"x5*x3","sin_deg(x1)","x1",1,1,1
"620_fri_c1_1000_25",1000,26,"S2",5,0.814487756705315,0.0774232492420521,0.105721804642466,628.601482682399,0.661893197269424,11,1350.575,"troot(x3)","sin_deg(x2)","p3(x2)",1,0.999999999693879,0.999999999693066
"621_fri_c0_100_10",100,11,"S2",5,0.930435808980851,0.0665562307989338,0.0875685233082539,66.5320884698139,0.837038611190492,11,417.737000000001,"x2","troot(x3)","p2(x2)",1,0.999999999964241,0.999999998087176
"622_fri_c2_1000_50",1000,51,"S2",5,0.981212501952586,0.0303894619372122,0.039243927153177,1008.21688593374,0.962518071833917,16,1296.699,"x5","x3","sin_deg(p3(x2))",1,1,1
"623_fri_c4_1000_10",1000,11,"S2",5,0.94612990983258,0.0362341295586739,0.0493375385560439,1014.5927058918,0.895122722090374,14,1310.748,"(x1*sin_deg(x2))*(x1*p3(sin_deg(x2)))","x1*sin_deg(x2)","cos_deg(troot(x3))",1,1,1
