"Experiment","Run","Number","Feature","Margs"
"P1",2,"Feature1","x4",1
"P1",2,"Feature2","troot(x4)",1
"P1",2,"Feature3","x2",0.0137822115423129
"P1",2,"Feature4","x1",0.00587187335877106
"P2",2,"Feature1","x4",1
"P2",2,"Feature2","p3(x4)",1
"P2",2,"Feature3","x1",0.0117725876023563
"P2",2,"Feature4","x8",0.00588629380117821
"P3",2,"Feature1","x4",1
"P3",2,"Feature2","x4*x4",1
"P3",2,"Feature3","x8",0.0147442576384041
"P3",2,"Feature4","x1",0.00580744848247304
"P4",2,"Feature1","troot(x4)*troot(x4)",1
"P4",2,"Feature2","x4*x3",0.55264452624191
"P4",2,"Feature3","x8",0.00323254436234389
"P4",2,"Feature4","x1",0.00261973226750592
"P5",2,"Feature1","x4",1
"P5",2,"Feature2","(x4*x8)*x4",1
"P5",2,"Feature3","x4*x8",0.99789000632865
"P5",2,"Feature4","x10",0.997806517620566
"P5",2,"Feature5","x3",0.00683771641390088
"P5",2,"Feature6","x1",0.00594670531437342
"P6",2,"Feature1","x4*x4",1
"P6",2,"Feature2","x4",1
"P6",2,"Feature3","x1",0.00589458733477505
