"Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"_deprecated_195_auto_price",159,16,"S1",5,0.952464969369578,0.0482191969554904,0.0706691079406414,132.966648228456,0.903393695977887,9,449.343000000001,"x12","x5*x7","x5",0.999497202297588,0.99590962704936,0.605483657244824
"_deprecated_207_autoPrice",159,16,"S1",5,0.952464969369578,0.0482191969554904,0.0706691079406414,132.966648228456,0.903393695977887,9,449.326000000001,"x12","x5*x7","x5",0.999497202297588,0.99590962704936,0.605483657244824
"1027_ESL",488,5,"S1",5,0.94043915145246,0.0492854964066447,0.0639512311631306,465.104952934223,0.879907299920103,8,512.067000000001,"x3","x2","p0(x1)",1,0.999999999999854,0.901184734398926
"1028_SWD",1000,11,"S1",5,0.604756101758187,0.167159749931176,0.212384592644494,89.2133576885287,0.353212966276686,9,1213.447,"x10","x5","troot(x3)",0.999999999953851,0.999999999224149,0.999992225305118
"1029_LEV",1000,5,"S1",5,0.79709388804516,0.117604465825367,0.145467420584732,288.597360965867,0.627195249351224,7,905.208000000001,"x4","x3","x2",1,0.78939136765438,0.736370813753742
"1030_ERA",1000,5,"S1",5,0.624887971721812,0.154265942993005,0.193234849142996,140.58158921291,0.381751988156226,4,791.927,"x1","x2","x3",1,1,0.999999998641692
"1089_USCrime",47,14,"S1",5,0.926310387184451,0.0729619070553712,0.10383542782966,24.2026169809507,0.845196227620661,7,362.762000000001,"x13","x3","x1",0.999999977941765,0.776877903825339,0.724334319209348
"1096_FacultySalaries",50,5,"S1",5,0.941663102684709,0.071051542701772,0.0891422784097539,39.8119415056074,0.869982168663662,4,365.526,"x2","x4","x3",0.748136640948513,0.700683662815345,0.624981673822289
"192_vineyard",52,3,"S1",5,0.773753375983596,0.639503601063362,1.43798666044689,30.6321635499644,-35.4956159084949,5,310.529999999999,"p0(x1)","x1","x2",0.63975584760441,0.355851730945309,0.232431707029808
"197_cpu_act",8192,22,"S1",5,0.990094677095506,0.0196645680919551,0.0264460823778063,13516.8013056629,0.98027728332446,27,17985.115,"x16","x10","sin_deg(x20)",1,1,1
"210_cloud",108,6,"S1",5,0.837059537042598,0.0464056627107135,0.0932379719259442,118.001656608289,0.681546659858175,5,398.222999999998,"x4","x3","x2",1,1,0.402350219944522
"225_puma8NH",8192,9,"S1",5,0.821485098338269,0.102704076892899,0.132751552395582,3600.03512265619,0.674833932929811,10,8765.745,"x2*cos_deg(x3)","x2*x2","sigmoid(x2)",1,1,1
"227_cpu_small",8192,13,"S1",5,0.978467112997521,0.0284783894039545,0.0389423937544399,10992.9113809614,0.957234915887493,20,11619.608,"x1","p0(troot(x10))*x12","x5*x6",1,1,1
"228_elusage",55,3,"S1",5,0.958925641121255,0.0818842465692314,0.115936606412365,25.6887469944743,0.850170116011159,5,336.856999999989,"x1","x1","x1*x1",0.734617055761277,0.632678186713339,0.314509292459858
"229_pwLinear",200,11,"S1",5,0.961036482961319,0.0419794918791202,0.0531321795658004,156.127825438038,0.922525858663531,14,662.082000000009,"x1*x6","x2*x1","x7",0.999999999993056,0.999999999979663,0.999996234464928
"230_machine_cpu",209,7,"S1",5,-0.194137295324118,0.70661438103384,3.50613216328077,291.171236232672,-480.188250009222,9,466.906000000003,"x6*(x3*x3)","x4","cos_deg(x4)",1,0.999999993534077,0.999999660530769
"294_satellite_image",6435,37,"S1",5,0.754131338174902,0.12446945154648,0.268641366581121,1818.90273048934,0.478429662705778,28,12846.458,"x9","x19*(x22*x11)","troot(x35)",1,1,1
"4544_GeographicalOriginalofMusic",1059,118,"S1",5,0.8994675933738,0.0463298074078237,0.0618658015252762,1076.72060766812,0.806655890006722,11,2943.663,"x100","x42","x71",1,1,0.999999999999994
"485_analcatdata_vehicle",48,5,"S1",5,0.691668076888038,0.150837817718278,0.179099955838124,8.07642145664765,0.12187297757737,3,355.081999999995,"x1","x1","x2",0.672337243118247,0.660615105956927,0.641734829332756
"503_wind",6574,15,"S1",5,0.886690478336563,0.0566044516100505,0.0733230393630005,5734.03326888024,0.785668006629614,16,8662.592,"x10","x13","x14",1,1,1
"505_tecator",240,125,"S1",5,0.998865333734602,0.00897726519523714,0.0133771764100868,572.714425698202,0.99763803992085,24,1154.87700000001,"x112*x78","x123","x124",1,1,1
"519_vinnie",380,3,"S1",5,0.885889363864085,0.0837463978682222,0.102153756449579,239.738172530047,0.773462008435475,2,389.082999999999,"x2","x2","NA",0.666713236245363,0.666643381878052,"NA"
"522_pm10",500,8,"S1",5,0.303300884397657,0.147611155592859,0.191078841502544,139.61931128567,0.021693570579196,5,570.705000000002,"x3*x1","x3","x3",0.803957733998564,0.671190286328199,0.660062838992118
"523_analcatdata_neavote",100,3,"S1",5,0.971060761117726,0.0687384640115073,0.102841446023143,63.0465385172689,0.942734932845547,4,420.233999999997,"p0(x1)","x1","sigmoid(x1)",0.659629884312468,0.508412865199354,0.179125455994833
"527_analcatdata_election2000",67,15,"S1",5,1,7.06706133373722e-17,1.27241058140297e-16,1807.84904170712,1,15,374.116999999998,"x8","x6","x1",1,1,1
"529_pollen",3848,5,"S1",5,0.894885298128233,0.0486325175149297,0.0615403102848768,3883.28508764205,0.799826420842209,4,4091.787,"x1","x2","x4",1,1,1
"542_pollution",60,16,"S1",5,0.905761031886819,0.0613796644298431,0.0793786728818997,24.0068559236759,0.78553691985135,12,393.622999999992,"x9","x14","x2",0.999904681710932,0.997063021467725,0.815755077117533
"547_no2",500,8,"S1",5,0.724095040083891,0.0729982890201169,0.0930377674497648,296.188774148303,0.521291162007714,11,919.439999999988,"x3","x2","x4*x2",0.999999998848525,0.999134241074115,0.99805744187706
"556_analcatdata_apnea2",475,4,"S1",5,0.420707527137366,0.059932427536292,0.143413584023298,232.986505092013,0.147266019191853,4,517.685999999987,"sigmoid(x1)","x1*(x1*x1)","x1",0.843149912921767,0.760672061570095,0.589324963571028
"557_analcatdata_apnea1",475,4,"S1",5,0.114911528154803,0.0649662498460875,0.155345754149714,225.773025996429,-0.00315379545141492,2,411.096999999994,"x2","x1","NA",0.290837770221385,0.108899601745873,"NA"
"560_bodyfat",252,15,"S1",5,0.999655258814855,0.00304048092912076,0.00453143540768268,470.134396108219,0.999188130406222,6,481.772000000012,"x7*(x1*x1)","sigmoid((x1*x1)*x7)","x1",1,1,0.668936219284196
"561_cpu",209,8,"S1",5,0.996477298963282,0.00657095336048485,0.0195697613869982,564.982608765732,0.984609857315242,11,703.675999999992,"x4","x3*(x4*x7)","cos_deg(x6)",1,1,1
"562_cpu_small",8192,13,"S1",5,0.978467112997521,0.0284783894039545,0.0389423937544399,10992.9113809614,0.957234915887493,20,12077.665,"x1","p0(troot(x10))*x12","x5*x6",1,1,1
"573_cpu_act",8192,22,"S1",5,0.990094677095506,0.0196645680919551,0.0264460823778063,13516.8013056629,0.98027728332446,27,18070.881,"x16","x10","sin_deg(x20)",1,1,1
"579_fri_c0_250_5",250,6,"S1",5,0.889417079926355,0.0880304497757438,0.11236259943951,148.673078529498,0.771978096712558,9,782.410999999993,"x4","x5","x1*x1",1,1,0.999999999460833
"581_fri_c3_500_25",500,26,"S1",5,0.841880498480361,0.0746322625282199,0.0936833262919155,318.850589382257,0.693254334800465,12,1144.731,"x4","cos_deg(sigmoid(x2))","x2*x2",0.999999999999972,0.999999212443442,0.99999430609072
"582_fri_c1_500_25",500,26,"S1",5,0.765385481726844,0.102160388449346,0.126508806953214,208.296970769649,0.572005303234278,11,1494.53700000001,"x4","x1*x1","x5",1,0.999999999534465,0.999874287873885
"583_fri_c1_1000_50",1000,51,"S1",5,0.971485851929904,0.0384172281789426,0.0497500757454729,946.270858341304,0.942839084939109,15,2595.19200000001,"sin_deg(x4)","cos_deg(sin_deg(x3*((x2*x2)*x2)))*x2","sin_deg(x2)",1,1,1
"584_fri_c4_500_25",500,26,"S1",5,0.951230692066437,0.0420187907852596,0.0565441969546757,463.005554529949,0.903439408446236,22,1498.429,"p0(cos_deg(sigmoid(x1)))","sin_deg(x3)","sigmoid(x2)",1,1,0.99999999999996
"586_fri_c3_1000_25",1000,26,"S1",5,0.861522882923296,0.0537183650036951,0.0753077838509619,742.217829468795,0.739698465164698,14,2341.929,"sigmoid(x2)","sigmoid(x2)*x2","sin_deg(sigmoid(x2))",1,1,1
