"Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S4",20,0.869618934665273,3.1544739908951,4.97629804057623,-2226.17241073115,0.755582541858545,15,6655.508,"x5","x6","p0(x6)",1,1,1
"S5",20,0.846777261790212,3.53699957564853,5.46384662631779,-2574.63599269958,0.70534320775424,15,3454.562,"x5","x6","troot(x10)",1,1,1
"S6",20,0.77967701605833,3.84405775283196,8.10085179889569,-1998.76701947245,0.352289658924644,15,5544.521,"x1","x5*troot(1+exp_dbl(1+x13))","exp_dbl(1+x13)",1,1,1
"S1",21,0.867178732194256,3.13398480959656,5.04130056193931,-2158.56967874668,0.749155468080224,15,7219.274,"x1","p0(x6)","x5",1,1,1
"S2",21,0.855856086408334,3.17315747024075,5.47506059646028,-1750.69359652143,0.704132462456108,15,7721.551,"exp_dbl(x13)*x8","x9*p0(x6)","p3(x11)*p0(x6)",1,1,1
"S3",21,0.862198296002894,3.56915775005412,5.18642267537968,-3325.97388683779,0.734505657183403,15,3455.931,"x1","x4*x12","x5",1,1,1
"S4",21,0.860604107946912,3.57499867670363,5.22849359538951,-3271.6753110504,0.730180944609793,15,6608.436,"x1","p0(x10)","x4",1,1,1
"S5",21,0.871947702889215,3.43537505814689,5.02950924113358,-2909.40897735395,0.750327518530678,15,3384.498,"x1","exp_dbl(x8)","x8",1,1,1
"S6",21,0.88606058496359,3.16184842783402,4.8052777330881,-2447.20723599521,0.772093640169766,15,7167.671,"x1","x6*x11","x10",1,1,1
"S1",22,0.883204095866133,2.97709822971272,4.72500837672395,-1922.4989678879,0.77964413085721,15,7451.255,"x1","troot(x6)","x6*p0(1+(x1+(x8+x11)))",1,1,1
"S2",22,0.869992682213083,3.18953786733674,4.9976679265765,-2388.6917886659,0.753478814067519,15,3332.013,"x1","x2","p0(x9)",1,1,1
"S3",22,0.876202533638525,3.21444880363827,4.85734030999804,-2369.38156345034,0.767128403780213,15,7946.984,"x1","(x11*x10)*x5","x6",1,1,1
"S4",22,0.0835900810787185,5.63828237849936,18.3471258020209,-2224.00689638357,-2.3224276655816,15,7916.568,"exp_dbl(x13)","x5","x6",1,1,1
"S5",22,0.858146455258235,3.42577615078617,5.1760710938838,-2620.77955203951,0.735564399922181,15,8022.36799999999,"x1","x5","x6",1,1,1
"S6",22,0.841807176827029,3.64007561026266,5.4856916304467,-3430.79768977472,0.702982363196756,15,7066.565,"x1","x2","p3(x8)",1,1,1
"S1",23,0.893768524440768,3.29091699764031,4.67105159468529,-2815.73247610718,0.784648061453417,15,3401.148,"p3(sigmoid(x8))","x1*x5","x6",1,1,1
"S2",23,0.512923766473915,4.12263942818563,9.88263332982079,-1638.52530857509,0.0360271077922194,15,5361.44,"x1","x13*x9","x5*x5",1,1,1
"S3",23,0.886002944669892,3.05595753840379,4.66948339835495,-2250.87856741376,0.784792635934392,14,8398.333,"p0(x10)","troot(x13)*x8","x5",1,1,1
"S4",23,0.828402109555062,3.77035396219018,5.66165493051977,-3204.36454185278,0.683622019707994,14,7748.848,"x1","x2","x8*x10",1,1,1
"S5",23,0.856310633756374,3.23273418868887,5.22077492479417,-2481.71909857358,0.730977008369933,15,3417.322,"x1","x4","x5",1,1,1
"S6",23,0.867769793339234,3.5543760385041,5.09467992887003,-3278.95253804172,0.743815254318719,15,8147.015,"x6","exp_dbl(x8)","x10",1,1,1
"S1",24,0.853813272428626,3.18219345341161,5.27476933992368,-2118.62407498307,0.725383642054954,15,8095.546,"p3(x6)","(x13*p0(1+(x1+x8)))*x12","x9*x6",1,1,1
"S2",24,0.859415139257426,3.27666378072862,5.16814656429232,-2446.94536049947,0.736373478306356,15,3445.403,"x2","x6","x6*x6",1,1,1
"S3",24,0.863531826753957,3.18457555475094,5.12630998951172,-2217.39521742148,0.740624359849309,15,7442.094,"troot(x6)","x9*x6","x5",1,1,1
"S4",24,0.856043947846321,3.29527098981714,5.22650113776877,-2365.84654569384,0.730386548992511,15,3390.097,"x1*x6","(x6*x6)*x8","x6",1,1,1
"S5",24,0.865325886380151,3.51131120174362,5.11837074647789,-3305.09838239732,0.741427140658755,15,7555.834,"x5","x6","x8",1,1,1
"S6",24,0.855203614493015,3.40120175713096,5.23729450737786,-2182.29720467522,0.729271829089131,15,3316.853,"x1","troot(x6)","exp_dbl(x1)",1,1,1
"S1",25,0.841082586495405,3.63597483234742,5.49909573973297,-3436.37561942016,0.701529083950274,15,3304.793,"x1","x5","x6",1,1,1
