"Experiment","Run","Correlation","RMSE","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",22,0.822414559097744,6.5652874455986,3.62076484136356,-974.365016616793,0.57457114038554,12,979.824000000001,"(x11*x6)*x5","p3(x6)","x8",0.99999999341043,0.999999963403448,0.999999235391331
"P2",22,0.8207103426743,7.2163243921876,3.57203356186589,-965.694938582979,0.486013689654465,17,1032.773,"x6*x6","x1*sigmoid(x13)","x9",1,1,1
"P3",22,0.807099352228416,7.49243430503006,3.54809594890632,-979.336676896913,0.445929096600043,13,935.951000000001,"x10","(p3(x6)*troot(x13))*x10","x9",1,1,0.999999999943325
"P4",22,0.807364529908299,7.56783149743382,3.67453916852968,-990.144729783612,0.434721634784632,12,938.092999999993,"x9","x11","x6",1,1,1
"P5",22,0.91195125368338,4.13011861904362,2.84908980665458,-979.88344681587,0.831637833067673,15,870.631999999983,"x9*(x5*p3(x6))","p3(x6)","x10*p0(sigmoid(troot(x13*x8)))",1,1,0.999999999895184
"P6",22,0.860932189911835,5.51498468202901,3.14586483539937,-978.21193172806,0.699801804175134,13,828.837,"x9*(p3(x6)*x6)","x10*x13","x9*p3(sigmoid(x13))",1,1,1
