"Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"_deprecated_195_auto_price",159,16,"S2",8,-0.255180395482963,39268539.7894094,142482317.129268,127.799850596786,-546024807574999168,6,400.891999999993,"sin_deg(x3)","x11","x12",0.999999999573598,0.999992533872284,0.99947514066254
"_deprecated_207_autoPrice",159,16,"S2",8,0.852965362404436,0.0882842366264454,0.127529171254299,130.537828019189,0.562569047004982,8,373.215000000026,"p2(x7)","x7","x3",0.998601972561646,0.992600087771814,0.987617893871971
"1027_ESL",488,5,"S2",8,0.931857560702266,0.0516585444096909,0.0659130867200922,461.226498876831,0.861198692880186,8,882.483000000007,"x1","x4","x2",0.999999661936122,0.772938407096001,0.719798834833019
"1028_SWD",1000,11,"S2",8,0.628656860283756,0.167900635140388,0.21193714089926,82.6751613997663,0.393460478032913,7,944.883000000031,"x3","x8*x10","x7",1,0.999999996253012,0.999983291374387
"1029_LEV",1000,5,"S2",8,0.708906976165229,0.116357760289501,0.159805990117554,308.946707315827,0.491235268199624,4,989.568000000028,"x1","x2","x3",1,1,1
"1030_ERA",1000,5,"S2",8,0.526515961224334,0.168064254908312,0.210963787583692,164.74687280193,0.266275347602191,4,1084.79099999997,"x1","x2","x3",1,1,0.999999999999669
"1089_USCrime",47,14,"S2",8,0.852729560026739,0.0907379662646145,0.111481443979787,26.6629574014093,0.693011374573892,9,386.181999999972,"x13","x1","x3",0.999994311134053,0.971226927357918,0.961272480535778
"1096_FacultySalaries",50,5,"S2",8,0.918979269523072,0.074981557444289,0.0921972021860028,38.9238624898045,0.635324071636759,4,373.271000000008,"x4","x2","x3",0.85544904141642,0.759892225190126,0.437831103247873
"1199_BNG_echoMonths",17496,10,"S2",8,0.66808446727609,0.116725196812001,0.149979974332175,6335.61068539746,0.446250235385874,11,14532.648,"x5","x9","x3",1,1,1
"192_vineyard",52,3,"S2",8,0.908470310338867,0.0991047081152407,0.110165418234835,28.3646344714468,0.767509225295533,5,266.472000000009,"x2","x2*x1","x1",0.864477442430283,0.845182007705907,0.571420894679078
"197_cpu_act",8192,22,"S2",8,0.608947778860962,1177.37025794663,1254.87495338904,8968.2397871563,-44577757.1704139,33,16119.564,"x3","x17*x21","x6",1,1,1
"201_pol",15000,49,"S2",8,0.896474746149807,0.133555710413097,0.183983253336583,2518.96503998977,0.80331200575132,34,24020.773,"x7","p2(p2(x5))*x5","troot((troot(x7*x5)*troot(x7))*troot(x9*x6))*x19",1,1,1
