"Experiment","Run","Number","Feature","Margs"
"P5",5,"Feature1","x4",1
"P5",5,"Feature2","sin_deg(x4*x3)",1
"P5",5,"Feature3","troot(x4)",1
"P5",5,"Feature4","x4*(x4*x3)",1
"P5",5,"Feature5","((x4*(x4*x3))*x9)*troot(x5)",0.999965781152576
"P5",5,"Feature6","troot(x4*x3)",0.999952861358406
"P5",5,"Feature7","x5",0.999872649726553
"P5",5,"Feature8","x4*x3",0.999858399020806
"P5",5,"Feature9","x4*x10",0.999858328142665
"P5",5,"Feature10","troot(x5)",0.99980052484157
"P5",5,"Feature11","troot(x4*x5)",0.999800477749291
"P5",5,"Feature12","x10",0.189757748299768
"P5",5,"Feature13","x3",0.0728418806840887
"P5",5,"Feature14","x4*x5",0.00869912049050094
"P1",5,"Feature1","x4*(x4*x10)",1
"P1",5,"Feature2","x6",1
"P1",5,"Feature3","x4*x2",1
"P1",5,"Feature4","troot(troot(x4))*(x4*(x10*x2))",1
"P1",5,"Feature5","troot(x4)*troot(x4)",1
"P1",5,"Feature6","troot(x4)",0.999999669832508
"P1",5,"Feature7","x4",0.999998954459566
"P1",5,"Feature8","(x4*x10)*x10",0.981478870438405
"P1",5,"Feature9","x6*((x4*x10)*x10)",0.0185211896832615
"P2",5,"Feature1","troot(x4)*troot(x4)",1
"P2",5,"Feature2","x9*(troot(x4)*troot(x4))",1
"P2",5,"Feature3","(troot(x4)*troot(x4))*x7",1
"P2",5,"Feature4","x5",0.995403674490154
"P2",5,"Feature5","sigmoid(x5)",0.993998500682619
"P2",5,"Feature6","x8",0.745258036843295
"P2",5,"Feature7","x4",0.0283189790255335
"P2",5,"Feature8","(x1*((x4*x4)*x3))*x2",0.00596721070452376
"P3",5,"Feature1","troot(x4)*troot(x4)",1
"P3",5,"Feature2","(troot(x4)*troot(x4))*sigmoid(x8*x2)",1
"P3",5,"Feature3","x6",1
"P3",5,"Feature4","x4*x4",1
"P3",5,"Feature5","x4*(sin_deg(x4)*x4)",1
"P3",5,"Feature6","x4",0.999998949197929
"P3",5,"Feature7","x5",0.997359334333639
"P3",5,"Feature8","sigmoid(x5)",0.959597995089697
"P3",5,"Feature9","x1",0.0647269496825072
"P3",5,"Feature10","x3",0.0618977095169809
"P3",5,"Feature11","x5*x5",0.041173776378927
"P3",5,"Feature12","troot(x4)",0.0388993198295174
"P4",5,"Feature1","troot(x4)*troot(x4)",1
"P4",5,"Feature2","exp_dbl(x6)*x4",1
"P4",5,"Feature3","x4",1
"P4",5,"Feature4","troot(troot(x4))*(troot(x4)*x6)",1
"P4",5,"Feature5","(exp_dbl(x6)*x4)*troot(x4)",1
"P4",5,"Feature6","troot(troot(x4))*x4",1
"P4",5,"Feature7","troot(x4)",1
"P4",5,"Feature8","x4*x5",1
"P4",5,"Feature9","x6",1
"P6",5,"Feature1","(((x4*x10)*x4)*x7)*x7",1
"P6",5,"Feature2","x4",1
"P6",5,"Feature3","((x4*x10)*x4)*x6",1
"P6",5,"Feature4","sigmoid(x7)*troot(x4)",1
"P6",5,"Feature5","x7*(x4*troot(x4))",1
"P6",5,"Feature6","x4*troot(x4)",1
"P6",5,"Feature7","troot(((x4*x10)*x4)*x6)",1
"P6",5,"Feature8","troot(x4)*troot(x4)",1
"P6",5,"Feature9","troot(x4)",0.999999999999713
"P6",5,"Feature10","x7",0.999999999937009
"P6",5,"Feature11","x10",0.999994861214662
"P6",5,"Feature12","x9",0.999932155245386
"P6",5,"Feature13","x8",0.858783841928228
