"Experiment","Run","Correlation","RMSE","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",9,0.836194813593654,6.3415986322586,3.44084419696097,-967.591616740103,0.603067225492222,19,1070.471,"x11*((x6*x6)*x5)","x6*x6","x5",1,1,0.99999999999994
"P2",9,0.893525867042345,4.55717515129796,2.82084590086728,-968.300816141361,0.79502027879525,16,1037.01,"x9*p0(x13)","x6*(x9*x6)","troot(x6)",1,1,1
"P3",9,0.867775979459623,5.18669483817701,3.26702207096095,-985.518058211627,0.734477792281741,17,1020.21100000001,"(x9*troot(x13))*x6","x6","exp_dbl(x13)",1,0.999977890640227,0.999961166237564
"P4",9,0.887973998165758,4.64990346592778,2.94480206368899,-987.288038903321,0.786593653654758,13,927.73599999999,"p0(x13*x13)*x9","p3(x6)","x9*((x6*x6)*x11)",1,1,1
"P5",9,0.876722024667361,4.85905589666356,3.14773223454052,-1005.00622039481,0.766963876721206,12,837.15400000001,"x9*p0(1+x13)","x9","x9*(x11*x6)",1,1,1
"P6",9,0.813434195948023,7.27850667745816,3.65977003075432,-971.673558643127,0.47711759707533,13,775.576000000001,"x9","p3(x6)","x9*x6",1,1,1
