"Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"_deprecated_195_auto_price",159,16,"S2",9,0.881684745730271,0.055871416877619,0.0890103452258445,143.145682817634,0.775394068532746,7,370.793000000005,"x7","x5","x5*x7",0.999831638808556,0.999822837967035,0.99966992007948
"_deprecated_207_autoPrice",159,16,"S2",9,0.836774484790899,0.0671464070826016,0.103124529033967,137.132693386605,0.698516043209015,2,358.886999999988,"p3(x7)","x5","NA",0.999999999999873,0.784391432335037,"NA"
"1027_ESL",488,5,"S2",9,0.929918611316741,0.0541215225375614,0.0682907038970382,468.554729358578,0.862654113076199,6,821.097999999998,"x4","x2","x3",1,0.999999999999993,0.990862474212682
"1028_SWD",1000,11,"S2",9,0.665481562742798,0.165065394920219,0.207206842459557,79.9577088288581,0.430956975479875,9,1173.43200000003,"x10","x9","x7",0.999999999948668,0.999999648035985,0.999984121064248
"1029_LEV",1000,5,"S2",9,0.73340296715814,0.127408448620751,0.163865181136212,318.335695300911,0.536238383613066,8,1013.38900000002,"x3","x1","x4",1,0.74468085106383,0.723404255319156
"1030_ERA",1000,5,"S2",9,0.583887563968367,0.153966485162661,0.193950128746425,141.182939994288,0.340420340764848,5,1107.38300000003,"x2","x3","x4",1,0.997833152307303,0.989135446795125
"1089_USCrime",47,14,"S2",9,0.663883783788008,0.11823081531999,0.143876725879297,28.6293863671364,0.125729522398777,9,340.969999999972,"x13","x3","x1",0.999998513467082,0.999416094904237,0.977673901101692
"1096_FacultySalaries",50,5,"S2",9,0.963956810461615,0.054349646190517,0.0674497194388418,35.8090770091085,0.820905425269851,4,299.582999999984,"x2","x4","x3",0.717399855067352,0.668585195754357,0.656372251053455
"1199_BNG_echoMonths",17496,10,"S2",9,0.673697394654518,0.116242349533664,0.148246039788525,6282.2322251293,0.45366498278494,11,14886.087,"x9","troot(x5)","x2",1,1,0.999999858193379
"192_vineyard",52,3,"S2",9,0.886420643956768,0.0812711562721581,0.0952592711929535,27.3848711783006,0.749509207142007,4,369.369999999995,"x2","x1*x2","x1",0.94308376082011,0.908482220718964,0.6512192626614
"197_cpu_act",8192,22,"S2",9,-0.682292399381262,12.6919534030112,13.2726688402485,13131.8401843844,-4998.02156144715,18,6838.45200000005,"p2(x5)","x21*x20","troot(cos_deg(x7))*troot(x8)",1,1,1
"201_pol",15000,49,"S2",9,0.852686981730043,0.159094506852726,0.226573244181096,2530.75186326582,0.704797145992141,37,45503.476,"cos_deg((troot(cos_deg(x6))*cos_deg(x6))*cos_deg(x5))*troot(x22)","p3(sin_deg(cos_deg(x5)))","x19",1,1,1
