"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",23,0.876083054011867,2.94799607571193,-966.087307256161,0.752221229135102,13,NA,"x9","x1","x8",2.88967667339097,2.20865793375568,1.85770630141428
"P2",23,0.819368432115286,3.57420211730137,-967.252238216334,0.529477302739011,11,NA,"x6","x7","x1",1.40615082515215,1.37830082791572,1.14639962775504
"P3",23,0.893160944024675,2.87873966304756,-968.914696065983,0.796047735681315,12,NA,"x1","x8","x11",1.63984363186921,1.30391185430393,1.25585020798846
"P4",23,0.830322222215602,3.50152135607186,-970.116975364227,0.579007227841453,11,NA,"x10","x7","x1",1.61388311543764,1.29863552527135,0.999997431390121
"P5",23,0.894896390147814,2.85114887821072,-965.340886928853,0.800505909258192,11,NA,"x13","x8","x1",1.70108867852481,1.35297890852254,1.34141573133549
"P6",23,0.821428640336679,3.47876522365965,-970.088498786478,0.494814284385779,13,NA,"x9","x1","x5",1.47825385046383,1.46127316195065,1.44200959770516
