"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P6",9,FALSE,FALSE,FALSE,FALSE,9,0.983561294094508,0.983561294094508,9.96113030023656e+279,628.552232222393,-Inf,9,NA,"x4","x4*x6","p0(x4)*x4",1,0.999999999999989,0.999999999999989
"P1",10,FALSE,FALSE,FALSE,FALSE,11,0.625001288599643,0.625001288599643,NA,643.814601549326,NA,11,NA,"(x6*x4)*p0(1+(1+x4))","x4*troot(x4)","troot(x4*x4)",1,1,1
"P2",10,FALSE,FALSE,FALSE,FALSE,4,0.467023559465697,0.467023559465697,0.000826726718384282,683.748086912524,0.999999951937115,4,NA,"troot(x4*x4)","troot(x4*x4)*x6","x1",0.999999999999996,0.979987127434467,0.188903406201864
"P3",10,FALSE,FALSE,FALSE,FALSE,13,0.653309161141349,0.653309161141349,NA,595.685176034197,NA,13,NA,"x4","p0(x4)","x4*x4",1,1,1
"P4",10,FALSE,FALSE,FALSE,FALSE,6,0.434257014150517,0.434257014150517,0.0015381922596374,700.057650136979,0.999999805946117,6,NA,"troot(x4*x4)","x7*troot(x4*x4)","troot(x4*x4)*x9",1,0.999999912040014,0.999999912040014
"P5",10,FALSE,FALSE,FALSE,FALSE,9,0.760611190150941,0.760611190150941,4.84504989664657e+270,598.840165838351,-Inf,9,NA,"x4","(x4*x6)*(x4*x6)","x4*x6",1,1,1
"P6",10,FALSE,FALSE,FALSE,FALSE,5,0.358243645301953,0.358243645301953,0.000909152762603381,673.695386157928,0.999999916163163,5,NA,"x6*(troot(x4)*troot(x4))","troot(x4)*troot(x4)","x9",1,1,0.537259217488637
"P1",11,TRUE,FALSE,FALSE,FALSE,2,0.995239780774171,0.992859671161257,NA,687.684548542456,NA,3,NA,"troot(x6*(x4*x4))","x4","x6*x4",0.963215384564685,0.915047867891705,0.903448039927397
"P2",11,TRUE,FALSE,FALSE,FALSE,2,0.995239780774171,0.992859671161257,0.000830870701237479,687.684548542454,0.999999890068744,3,NA,"x4","troot((x6*x4)*x4)","x4*x6",1,1,1
"P3",11,TRUE,FALSE,FALSE,FALSE,3,0.482521276361676,0.310028368482235,0.000839243215564347,684.777371260963,0.999999909416834,4,NA,"troot((x4*x4)*x6)","troot(x4*x4)","x6",0.999986676165349,0.999768087012021,0.249898434167424
"P4",11,FALSE,TRUE,FALSE,FALSE,3,0.491023623084247,0.321364948293435,0.00301507587193078,689.758049957918,0.99999424201131,4,NA,"troot(x4*(x4*x9))","troot((x9*x4)*x4)*x6","p3(x5)",0.993177467957964,0.993177467957964,0.993177467957813
"P5",11,FALSE,FALSE,FALSE,TRUE,5,0.46865939434919,0.362391488934962,0.00704773139825622,642.625625170257,0.999935999363226,6,NA,"troot(x4*(x4*x7))","troot((x4*x6)*(x4*x6))","troot(x4*(x4*x7))*x7",1,1,0.999999999997827
"P6",11,FALSE,FALSE,FALSE,FALSE,4,0.519519633219241,0.519519633219241,NA,683.748086912524,NA,4,NA,"troot(x4*x4)","x6*troot(x4*x4)","x5",1,0.999999998632064,0.349150827207419
"P1",12,FALSE,FALSE,FALSE,FALSE,10,0.902853261630946,0.902853261630946,0.0149152937946811,611.63609755791,0.99967512458518,10,NA,"x4","x6*p0(x4)","troot(x4)",1,0.999996732649364,0.999938463660622
"P2",12,FALSE,FALSE,FALSE,FALSE,7,0.405588164553157,0.405588164553157,0.00185041152788211,689.41039560493,0.999999555631714,7,NA,"x7*troot(x4*x4)","x9*troot(x4*x4)","x7*(x9*troot(x4*x4))",0.999999878354873,0.999999878354873,0.999948299152929
"P3",12,TRUE,FALSE,FALSE,FALSE,4,0.573525097280781,0.466906375297473,0.000937214596527993,670.08668022129,0.999999877709999,5,NA,"troot(1+((x6*x4)*x4))","x6*x4","x4",1,0.999990431020844,0.999969322677831
"P4",12,FALSE,FALSE,FALSE,FALSE,4,0.48252037151739,0.48252037151739,0.000915924735345521,683.81122596715,0.999999911771101,4,NA,"troot(x4*x4)","troot(x4*x4)*x6","x9",1,0.999994998867748,0.585764742892785
"P5",12,FALSE,FALSE,FALSE,FALSE,4,0.537075438630361,0.537075438630361,0.000913457828594667,683.955183587772,0.999999914929186,4,NA,"troot(x4*x4)","troot(x4*x4)*x6","x9",1,1,0.559083629654893
"P6",12,FALSE,FALSE,FALSE,FALSE,6,0.524374978452106,0.524374978452106,0.00158459728964821,695.312635688231,0.999999806277646,6,NA,"troot(x4*x4)","x9*troot(x4*x4)","x7*troot(x4*x4)",1,1,1
"P1",13,FALSE,FALSE,FALSE,FALSE,3,0.64150431355363,0.64150431355363,0.000982813030958118,683.748086912524,0.999999909066224,3,NA,"troot(x4*x4)","x6*troot(x4*x4)","x6",0.999999997187543,0.999819615171722,0.121123209773622
"P2",13,FALSE,TRUE,FALSE,FALSE,5,0.524374962327968,0.429250025302225,0.00167457472747344,693.78667839463,0.999999782692417,6,NA,"troot(x4*x4)","troot(x4*x4)*x7","troot((x9*x4)*x4)",0.997766550305877,0.997601721942135,0.997601721942135
"P3",13,TRUE,FALSE,FALSE,FALSE,3,0.727559147547627,0.636745530063503,1.33929297412849e+79,687.684548542455,-3.2727028659805e+158,4,NA,"troot((x4*x6)*x4)","x4","x4*x6",1,0.950736548970014,0.939505004583914
"P4",13,FALSE,FALSE,FALSE,FALSE,6,0.489084505566341,0.489084505566341,0.0015869494977829,694.055935628514,0.999999810226917,6,NA,"troot(x4*x4)","x9*troot(x4*x4)","(x6*troot(x4*x4))*x7",0.999848062258728,0.9998070215069,0.999807021487584
"P5",13,FALSE,FALSE,FALSE,FALSE,5,0.581165036346332,0.581165036346332,NA,697.213736987774,NA,5,NA,"troot(x4*x4)","x9*troot(x4*x4)","x7*troot(x4*x4)",1,0.999999719047445,0.999999719047445
"P6",13,FALSE,FALSE,FALSE,FALSE,4,0.484579364876817,0.484579364876817,0.000912623869748144,673.551428537307,0.999999912410684,4,NA,"troot(x4)*troot(x4)","(troot(x4)*troot(x4))*x6","x9",1,0.998910933986716,0.517394666026803
"P1",14,FALSE,FALSE,FALSE,FALSE,13,0.631415325448289,0.631415325448289,0.0391028522440688,619.993131995649,0.997906759852712,13,NA,"x4*x6","p0(x4)","troot(x4)",1,0.999761103518003,0.999761103518003
"P2",14,TRUE,FALSE,FALSE,FALSE,4,0.583161027119836,0.478951283899795,0.000842226504835623,687.684548542455,0.999999891637977,5,NA,"troot(x4*(x6*x4))","x4","x6*x4",1,0.999998622796938,0.999998616862697
"P3",14,FALSE,FALSE,FALSE,FALSE,4,0.457735012426131,0.457735012426131,0.000980195828010096,673.488289482678,0.999999909818581,4,NA,"(troot(x4)*troot(x4))*x6","troot(x4)*troot(x4)","x2",0.999999999999965,0.999999999999965,0.132267593852367
"P4",14,FALSE,TRUE,FALSE,FALSE,4,0.656729482034591,0.570911940679068,7.44326324360784e+260,691.648456018063,-Inf,5,NA,"troot(x4*x4)","x5","troot(x9*(x4*x4))",1,0.990981343246438,0.980030292112961
"P5",14,FALSE,FALSE,FALSE,FALSE,8,0.471973778362481,0.471973778362481,6.65102566342093e+293,557.648332033828,-Inf,8,NA,"x4","(troot(1+(x4+x2))*troot(1+(x4+x2)))*x6","troot(1+(x4+x2))*troot(1+(x4+x2))",0.975179444744136,0.971963728557657,0.971963728557657
"P6",14,FALSE,TRUE,FALSE,FALSE,4,0.387649136801856,0.23456150913815,0.00295777374053135,684.115612382365,0.999994528927348,5,NA,"x6*troot((x4*x9)*x4)","troot((x4*x9)*x4)","p3(x7)",0.999596851870763,0.999596851870763,0.999596851870414
"P1",15,TRUE,FALSE,FALSE,FALSE,2,0.995239780774171,0.992859671161257,0.000830901950224377,687.684548542455,0.999999890054893,3,NA,"troot((x6*x4)*x4)","x4","x6*x4",1,0.999987444880774,0.999986458828905
"P2",15,FALSE,FALSE,FALSE,FALSE,5,0.657085257273899,0.657085257273899,0.00165479454142449,696.692541424985,0.999999789593758,5,NA,"troot(x4*x4)","troot(x4*x4)*x7","x9*troot(x4*x4)",1,1,1
"P3",15,FALSE,FALSE,FALSE,FALSE,9,0.456010343191545,0.456010343191545,0.468841176474636,591.094210694395,0.607294420996411,9,NA,"x10*x4","x4*(p0(x8*x2)*x4)","x2*(x3*x4)",1,1,1
"P4",15,FALSE,FALSE,FALSE,FALSE,5,0.585804689297772,0.585804689297772,0.00169572182513478,683.620642387814,0.999999787832171,5,NA,"x9*(troot(x4)*troot(x4))","x7*(troot(x4)*troot(x4))","troot(x4)*troot(x4)",0.999999983548804,0.999999983548804,0.999999983548804
"P5",15,FALSE,FALSE,FALSE,FALSE,4,0.519916266899119,0.519916266899119,0.00217640167554408,608.537846946524,0.999999518580256,4,NA,"troot(x4)*troot(x4)","((troot(x4)*troot(x4))*x9)*x9","x1*x4",1,1,0.99886669475642
"P6",15,FALSE,FALSE,FALSE,FALSE,3,0.668521412733855,0.668521412733855,0.000927837444123095,683.81122596715,0.999999911127412,3,NA,"troot(x4*x4)","troot(x4*x4)*x6","x9",1,1,0.516350437141349
"P1",16,TRUE,FALSE,FALSE,FALSE,4,0.57079567606289,0.463494595078613,0.000829420821686729,687.684548542456,0.999999889616783,5,NA,"troot(x6*(x4*x4))","x4","x6*x4",1,0.997351872555454,0.522671228303201
"P2",16,TRUE,TRUE,FALSE,FALSE,8,0.401528669536174,0.251910880988132,0.0027401550175107,688.367063870027,0.999995697300915,10,NA,"x9","troot((x9*x4)*x4)","x8*troot((x9*x4)*x4)",0.673968601854526,0.658988728845028,0.658988728845028
"P3",16,FALSE,FALSE,FALSE,FALSE,7,0.702454020897537,0.702454020897537,1.78985219742892e+145,621.628787008727,-5.84507023686509e+290,7,NA,"x4","troot(x4*x4)","p3(x6*p0(x4))*p3(x6*p0(x4))",1,0.997767900138017,0.997767900138017
"P4",16,FALSE,FALSE,FALSE,FALSE,10,0.43114322899107,0.43114322899107,0.00198310344890913,624.99614453936,0.999999472888583,10,NA,"troot(1+x4)*troot(1+x4)","(troot(1+x4)*troot(1+x4))*x9","x7*p0(x4)",0.999999999995435,0.999999999995435,0.999999999995435
"P5",16,FALSE,FALSE,FALSE,FALSE,2,0.999997836278902,0.999997836278902,0.00153217180665251,623.430775402822,0.999999855197137,2,NA,"troot(1+((x4*x4)+(x8*x4)))","x6*troot(1+((x4*x4)+(x8*x4)))",NA,1,1,NA
"P6",16,FALSE,FALSE,FALSE,FALSE,4,0.537075439052054,0.537075439052054,0.000917737925218536,678.825313212839,0.999999914601541,4,NA,"sin_deg(x6)*troot(x4*x4)","troot(x4*x4)","x9",1,0.999970918371825,0.581749455079227
"P1",17,FALSE,TRUE,FALSE,FALSE,8,0.551209872064337,0.495111150140293,6.00946691731198e+222,680.329936577566,-Inf,9,NA,"troot(x4*(x4*x9))","troot(x4*x4)","x4",1,1,0.999999985329953
"P2",17,TRUE,FALSE,FALSE,FALSE,3,0.994644746673362,0.992859662231149,4.87433457654495e+285,682.751532613054,-Inf,4,NA,"x4","troot(x4)*troot(x4*x6)","x7*x4",0.999788525795808,0.999788525795808,0.548958507178039
"P3",17,TRUE,FALSE,FALSE,FALSE,3,0.994644746673362,0.992859662231149,0.000830224200418843,687.881431327977,0.999999889977128,4,NA,"troot((x6*x4)*x4)","x4","x7*x4",1,0.999999999047308,0.54887686693231
"P4",17,TRUE,FALSE,FALSE,FALSE,1,0.999999656085019,0.999999312170039,0.000808832393885136,679.647472546039,0.999999909835534,2,NA,"troot((x6*x4)*x4)","troot(x4)*troot(x4)",NA,1,0.99028061783686,NA
"P5",17,FALSE,FALSE,FALSE,FALSE,7,0.794023699342892,0.794023699342892,8.19373753032359e+265,620.016709053819,-Inf,7,NA,"x4","troot(x4)","x4*x5",1,1,0.999999999997435
"P6",17,FALSE,FALSE,FALSE,FALSE,4,0.48252037151739,0.48252037151739,1.05305750451433e+282,683.81122596715,-Inf,4,NA,"x6*troot(x4*x4)","troot(x4*x4)","x9",1,1,0.610917854832955
"P1",18,TRUE,FALSE,FALSE,FALSE,8,0.532535006815817,0.474101882667794,4.06827093253206e+253,716.938269986234,-Inf,9,NA,"troot(x4*(x4*x6))","x4","x9*x4",1,0.999999999999998,0.999999999999772
"P2",18,TRUE,FALSE,FALSE,FALSE,3,0.782114214660598,0.709485619547464,0.000888740755352029,687.684548542455,0.999999887987391,4,NA,"troot((x4*x6)*x4)","x4","x4*x6",0.981086489544413,0.980831068822215,0.980830601532753
"P3",18,FALSE,FALSE,FALSE,FALSE,5,0.414064993917404,0.414064993917404,0.00245250271550553,612.787324442923,0.999999549738432,5,NA,"troot(x4*x4)","troot(x4*x4)*x9","x5",0.999999999980009,0.999999999980009,0.99999998818965
"P4",18,FALSE,FALSE,FALSE,FALSE,4,0.537075438630361,0.537075438630361,2.39840192328121e+235,673.695386157928,-Inf,4,NA,"troot(x4)*troot(x4)","(troot(x4)*troot(x4))*x6","x9",1,0.999999983760093,0.568554865024312
"P5",18,FALSE,FALSE,FALSE,FALSE,7,0.869577436995452,0.869577436995452,0.00147978963242381,645.548115416317,0.999999822463597,7,NA,"x4","troot(x4)","p3(1+troot(x4))",1,1,0.999999999997758
"P6",18,FALSE,FALSE,FALSE,FALSE,4,0.46496456610627,0.46496456610627,NA,673.488289482677,NA,4,NA,"troot(x4)*troot(x4)","x6*(troot(x4)*troot(x4))","x7",0.999999999999851,0.999999999999851,0.165825567957569
"P1",19,FALSE,FALSE,FALSE,FALSE,5,0.414563744256955,0.414563744256955,14.3732439979778,647.801093670881,-375.86937133382,5,NA,"troot(x4)*troot(x4)","(troot(1+x4)*troot(1+x4))*x6","x5",0.968755212812426,0.968755212812425,0.958415092345749
"P2",19,FALSE,TRUE,FALSE,FALSE,4,0.37804850859831,0.222560723883716,0.0020970521581349,684.554214315403,0.999999589783634,5,NA,"troot((x9*x4)*x4)","x7*(x9*troot((x9*x4)*x4))","x9*(p3(x8)*x5)",0.999999494243988,0.999999494243988,0.999999494243715
"P3",19,FALSE,FALSE,FALSE,FALSE,10,0.777176597133329,0.777176597133329,NA,602.800899337234,NA,10,NA,"p0(x4)*(x4*p0(x4))","x4","x4*x6",1,1,1
"P4",19,FALSE,FALSE,FALSE,FALSE,5,0.414563800477888,0.414563800477888,0.000911339676674542,673.695386157928,0.999999914968847,5,NA,"(troot(x4)*troot(x4))*x6","troot(x4)*troot(x4)","x9",0.999999999995958,0.999999999995822,0.616168868463799
"P5",19,FALSE,FALSE,FALSE,FALSE,13,0.686826049523649,0.686826049523649,0.0587785489118289,572.60768173196,0.994054686847694,13,NA,"x4","troot(x4*x6)*troot(troot(x4*x6))","troot(x4*x6)*(x4*x6)",1,0.999999999999974,0.999999999999974
