"Experiment","Run","Number","Feature","Margs"
"S1",3,"Feature1","x9*troot(x4*x4)",1
"S1",3,"Feature2","troot(x4*x4)",1
"S1",3,"Feature3","troot(x4*x4)*sin_deg(x7)",0.999999177642446
"S1",3,"Feature4","x8*(x5*x8)",0.950962599506628
"S1",3,"Feature5","x8",0.674624833199153
"S1",3,"Feature6","x7",0.263439609804173
"S1",3,"Feature7","(x5*x8)*(x5*x8)",0.0490375320384748
"S2",3,"Feature1","troot(troot(x4))",1
"S2",3,"Feature2","x6*x4",1
"S2",3,"Feature3","sin_deg(x4)*x4",1
"S2",3,"Feature4","(x2*x4)*(x6*x4)",1
"S2",3,"Feature5","x2*x4",1
"S2",3,"Feature6","x4*(x3*((x2*x4)*x10))",1
"S2",3,"Feature7","sin_deg(x2)*x4",1
"S2",3,"Feature8","(x4*sin_deg(x4))*sin_deg(x4)",1
"S2",3,"Feature9","x4*(x2*x4)",1
"S2",3,"Feature10","x3*((x2*x4)*x10)",1
"S2",3,"Feature11","x6*(sin_deg(x9)*(x4*x4))",1
"S2",3,"Feature12","troot(x4)",1
"S2",3,"Feature13","troot(((x2*(x4*sin_deg(x4)))*(x4*sin_deg(x4)))*sin_deg(x4))",1
"S2",3,"Feature14","x9",1
"S2",3,"Feature15","x5",0.987950218532749
"S3",3,"Feature1","troot(x4)*troot(x4)",1
"S3",3,"Feature2","x9*(troot(x4)*troot(x4))",1
"S3",3,"Feature3","x7*(troot(x4)*troot(x4))",1
"S3",3,"Feature4","x5",0.999942916461508
"S3",3,"Feature5","sin_deg(x5)",0.987617184244068
"S3",3,"Feature6","x8",0.702617869103488
"S3",3,"Feature7","x7",0.170473567088336
"S3",3,"Feature8","x9",0.154456811989865
"S3",3,"Feature9","x6",0.128932069334919
"S3",3,"Feature10","x10",0.0681755404234144
"S3",3,"Feature11","exp_dbl(x5)",0.0136022725173328
"S3",3,"Feature12","x7*x5",0.00455249976209019
"S4",3,"Feature1","troot(x4*x4)",1
"S4",3,"Feature2","x7*troot(x4*x4)",1
"S4",3,"Feature3","x9*troot(x4*x4)",1
"S4",3,"Feature4","((x2*x1)*x2)*x5",0.999999999827685
"S4",3,"Feature5","x8",0.954670467293989
"S4",3,"Feature6","x1",0.073468136868332
"S4",3,"Feature7","x2",0.00563773064683791
"S5",3,"Feature1","sin_deg(x4)",1
"S5",3,"Feature2","x4*x8",1
"S5",3,"Feature3","x4",1
"S5",3,"Feature4","sigmoid(troot(x4))",1
"S5",3,"Feature5","troot(x4)",1
"S5",3,"Feature6","troot(1+((exp_dbl(troot(x4))*x4)+troot(x4)))",1
"S5",3,"Feature7","x4*(x5*(x4*x10))",1
"S5",3,"Feature8","x7",1
"S5",3,"Feature9","(x4*x8)*troot(x4)",1
"S5",3,"Feature10","x4*x10",1
"S5",3,"Feature11","sigmoid(troot(x4))*sin_deg(x4)",1
"S5",3,"Feature12","troot(exp_dbl(troot(x4)))",1
"S5",3,"Feature13","x5*(x4*x10)",0.999999999997468
"S5",3,"Feature14","x9",0.999983072748524
"S5",3,"Feature15","x8",0.709127610035085
"S6",3,"Feature1","troot(x4*x4)",1
"S6",3,"Feature2","x9*troot(x4*x4)",1
"S6",3,"Feature3","x7*troot(x4*x4)",1
"S6",3,"Feature4","x5*x5",0.757167130404586
"S6",3,"Feature5","x5",0.519805938509976
"S6",3,"Feature6","x9",0.277017980494176
"S6",3,"Feature7","sigmoid(x5)",0.244014283112734
