"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S1",5,FALSE,FALSE,FALSE,FALSE,4,0.748419530681168,0.748419530681168,0.00167526931916197,0.00248834861873489,699.010338532581,0.999999790789207,4,662.819,"troot(x4*x4)*x9","p3(x5)","troot(x4*x4)*x7",1,1,1
"S2",5,FALSE,TRUE,FALSE,FALSE,4,0.370717497574954,0.213396960104522,0.00223136394178951,0.00475924445576465,677.245597938538,0.999999234689519,5,735.777,"troot(x4)*troot(x4*x9)","x7","p3(x5)",0.999999999999933,0.999999999999752,0.999999974077732
"S3",5,FALSE,FALSE,FALSE,FALSE,7,0.558215031873978,0.558215031873978,0.00164004699551888,0.00250361899336713,679.920703773873,0.999999788213579,7,619.228,"(troot(x4)*troot(x4))*x7","troot(x4)*troot(x4)","x9*(troot(x4)*troot(x4))",1,1,1
"S4",5,FALSE,FALSE,FALSE,FALSE,9,0.722595751993015,0.722595751993015,0.00448342164557731,0.0192509250863883,583.055260305961,0.999987478255331,9,756.545,"troot(troot(x4))*(x9*p3(p0(x4)))","(x9*p3(p0(x4)))*x4","troot(x9*x4)",1,1,1
"S5",5,FALSE,FALSE,FALSE,FALSE,7,0.459346777719137,0.459346777719137,0.0014589829140216,0.00220407045375565,686.878101567842,0.999999835860698,7,637.748,"troot(x4*x4)","x5","sin_deg(x5)",0.999952702937754,0.947700853991352,0.9161952223396
"S6",5,FALSE,FALSE,FALSE,FALSE,5,0.592526018380846,0.592526018380846,0.00150207023391724,0.00235456673299118,687.977612816377,0.999999812680218,5,707.375,"troot(x4*x4)","x8","troot(x4*x4)*x9",1,0.999999994576502,0.99999950266702
