"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",25,0.872862896571075,3.01107685534828,-974.825231641977,0.742069416611633,12,NA,"x12","x1","x11",2.139425177959,1.3116222752155,1.29222150139014
"P2",25,0.810574100229104,3.56836503508627,-969.721121603523,0.494944979937695,12,NA,"x8","x12","x13",1.85462364699314,1.6058633947668,1.29751882833957
"P3",25,0.89492718426135,2.84273620962464,-965.340886928853,0.800574945730578,12,NA,"x10","x8","x1",2.33379743181164,1.75056315618467,1.49700119068947
"P4",25,0.896887323612059,2.73005867668195,-971.998579625159,0.804298298169395,21,NA,"x1","x10","x8",1.33075372781212,1.3029522382158,0.98495668522705
"P5",25,0.874329432006153,2.97817617540547,-973.28216694163,0.750319914664003,12,NA,"x1","x7","x12",2.00387693519992,1.35246761786635,1.17542511414026
"P6",25,0.891785102761258,2.91523393772138,-975.551476006641,0.794904950905288,11,NA,"x1","x10","x6",1.32846097668001,0.999999690385786,0.999999667378914
