"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",24,0.882825910433104,2.9732966670289,-970.714709859505,0.770856822276082,21,1078.479,"p0(x13)*x9","exp_dbl(x13)","x8",1,0.999997176376705,0.999994256019681
"P2",24,0.824738963605139,3.60924746246309,-973.717460038415,0.578535941920627,13,902.142,"x11*(x5*x6)","x13","exp_dbl(x13)*x1",1,1,1
"P3",24,0.892814964076212,2.92375448782178,-978.248526980659,0.796427133063465,16,3571.94100000001,"p3(x6)","(x9*x6)*p0(x13)","x11",1,1,0.999999999999983
"P4",24,0.819914230996467,3.6449288187269,-974.413497879965,0.570369842688264,16,862.584000000003,"x6","x11*p0(x6)","x5*x6",1,1,0.999999999989782
"P5",24,0.877537826830817,3.09012689676932,-979.187925283872,0.768641848377831,16,953.121999999974,"x9*(x6*x6)","p0(x13)*x9","x9",1,0.999998750647582,0.994757834124627
"P6",24,0.868369436547982,3.03847675543684,-971.483573891191,0.730480847789147,14,850.182000000001,"x9","x11","p3(x6)*x9",1,1,1
