"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S2",7,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.038961623976054,0.0601886280914082,-96.7669448270558,0.999877597433355,2,2717.324,"troot(x4*x4)","x2*x4",NA,1,0.999936870506794,NA
"S3",7,FALSE,FALSE,FALSE,FALSE,4,0.994644461860738,0.994644461860738,0.0449537272680189,0.0737085006144659,-100.720409257459,0.999816432078921,4,2705.374,"troot(x4*x4)","x4","x9*x4",0.999999999999993,0.997180605094555,0.502848669539195
"S4",7,FALSE,FALSE,FALSE,FALSE,4,0.260008567617798,0.260008567617798,0.0381875863593753,0.0619674026179153,-96.7669448270558,0.999870255719569,4,2857.292,"troot(x4*x4)","x4*x2","x6",1,0.999999999999991,0.260140289047563
"S5",7,FALSE,FALSE,FALSE,FALSE,3,0.883305616045074,0.883305616045074,0.0731809803226735,0.281585338646507,-100.061923553727,0.997320944485477,3,2748.202,"x4","x4*p0(x4)","(x4*x10)*x3",1,0.999999999964859,0.907504796537806
"S6",7,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0387811953005485,0.061071624778326,-96.7669448270559,0.99987397967813,2,2197.089,"x2*x4","troot(x4*x4)",NA,1,1,NA
"S1",8,FALSE,FALSE,FALSE,FALSE,4,0.752855501097278,0.752855501097278,0.0640373377434544,0.218528959488775,-99.688620267966,0.99838646038819,4,2584.881,"x4","x4*p0(x4)","x10*(x4*x2)",0.99999994780249,0.968505518454851,0.817514212874611
"S2",8,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0322849323273561,0.0332349465062939,-94.5244319535552,0.999962679143332,1,2781.311,"troot((x6*x4)*x4)",NA,NA,1,NA,NA
"S3",8,FALSE,FALSE,FALSE,FALSE,3,0.371839007534399,0.371839007534399,0.0387242205000695,0.0534773204274008,-96.7669448270558,0.999903372462482,3,2408.425,"troot(x4*x4)","x4*x2","x2",1,0.954548847142272,0.193030339979092
"S5",8,FALSE,FALSE,FALSE,FALSE,4,0.643113584428506,0.643113584428506,0.063763540521462,0.206658966238048,-99.877214903911,0.998556987340775,4,2606.089,"troot(x4*x4)","x3*x4","x4",0.999999999999955,0.883163481248681,0.146481227052402
"S6",8,FALSE,FALSE,FALSE,FALSE,4,0.730265881709051,0.730265881709051,0.0443726255252184,0.0728654119494872,-100.720409257459,0.999820607416239,4,2465.547,"x9*x4","troot(x4*x4)","x4",1,1,0.999975622826559
"S1",9,TRUE,FALSE,FALSE,FALSE,1,0.462258623933997,-0.075482752132005,0.0314380751576187,0.0328054281131251,-94.5244319535552,0.999963637556849,2,2547.528,"troot(x4*(x4*x6))","x6",NA,1,0.111885084489041,NA
"S2",9,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0438584307007614,0.0769986765776971,-94.3406692127019,0.999799678226077,2,2748.376,"troot((x7*x4)*x4)","x4",NA,1,0.161340578608756,NA
"S3",9,FALSE,FALSE,FALSE,FALSE,7,0.691404075412193,0.691404075412193,0.0483218036176407,0.113930559233621,-100.949257458856,0.999561426795419,7,2849.694,"x4*p0(x4)","x4","x4*troot(x10)",1,1,0.651833381922853
"S4",9,TRUE,FALSE,FALSE,FALSE,2,0.665760237047183,0.498640355570775,0.0313470397981302,0.0340521832599502,-94.5244319535552,0.999960821161218,3,2802.594,"troot(x4*(x4*x6))","x10","x4",1,0.306851538792561,0.103746966991155
"S5",9,FALSE,FALSE,FALSE,FALSE,10,0.380098505753046,0.380098505753046,0.0687759359714749,0.222959512037596,-107.118923837443,0.998320369909842,10,2804.97,"x4","p0(p3(x4))*x4","p3(x4)",1,1,0.938880759224388
"S6",9,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0446181209547566,0.0763032355812586,-94.3406692127019,0.999803280439969,1,1987.685,"troot((x4*x4)*x7)",NA,NA,1,NA,NA
"S1",10,FALSE,FALSE,FALSE,FALSE,5,0.406578713632249,0.406578713632249,0.0367253261948897,0.058874786427031,-96.7669448270559,0.999882882895894,5,2670.44,"troot(x4*x4)","x4*x2","x6",1,0.973230500231764,0.187322954999662
"S2",10,TRUE,FALSE,FALSE,FALSE,1,0.467672661882095,-0.0646546762358107,0.0318783434344272,0.0332131065524313,-94.5244319535552,0.999962728177139,2,2758.694,"troot(x6*(x4*x4))","x7",NA,0.99999996157339,0.119551735256287,NA
"S3",10,FALSE,FALSE,FALSE,FALSE,9,0.372505573777672,0.372505573777672,0.0508451484564709,0.120367611014385,-102.146901329513,0.999510468189841,9,3085.912,"x4","x4*p0(x4)","x7*x4",0.999999960602198,0.999999778890354,0.999313888084899
"S4",10,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.038881970700479,0.0592767202391208,-96.7669448270558,0.999881278337813,3,3148.18,"troot(x4*x4)","x2*x4","x4",1,0.958490631177184,0.116144211376092
"S5",10,FALSE,FALSE,FALSE,FALSE,11,0.41588262235937,0.41588262235937,0.0433061713101754,0.091170833118114,-106.955261829846,0.999719150611469,11,2810.635,"x4","x2*x4","p3(x4)",1,0.996806997338821,0.969963270991597
"S6",10,FALSE,FALSE,FALSE,TRUE,1,0.571368218870103,0.142737516319879,0.0445427264742286,0.0756372941875335,-94.3406692127019,0.999806699220978,2,2179.053,"troot(x4*(x7*x4))","x5",NA,0.999999595134933,0.108763202375487,NA
"S1",11,FALSE,FALSE,FALSE,FALSE,3,0.985488592981159,0.985488592981159,0.0930462757849096,0.341617634057296,-99.5125191073179,0.996056859998571,3,2652.551,"x4","x4*troot(x4)","x10*x4",1,0.999999999999594,0.999999995797087
"S2",11,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0446220049960097,0.0763176530942681,-94.3406692127019,0.999803206092538,1,2616.913,"troot(x4*(x7*x4))",NA,NA,0.999999998748496,NA,NA
"S3",11,FALSE,FALSE,FALSE,FALSE,5,0.55964764235026,0.55964764235026,0.0958066690935977,0.34343258176708,-99.5125191073179,0.996014850435895,5,2838.098,"x4","troot(x4)*x4","x4*x10",1,1,0.997508939239628
"S4",11,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0322849589274913,0.0332350168458319,-94.5244319535552,0.999962678985358,1,2944.002,"troot(x4*(x6*x4))",NA,NA,0.999999999999955,NA,NA
"S5",11,FALSE,FALSE,FALSE,FALSE,5,0.780049268101437,0.780049268101437,0.0344528729160385,0.0425845153946975,-100.717970320674,0.999938727577006,5,2714.672,"x4","x6*x4","troot(x4*x4)",0.999860874664596,0.999849951231755,0.828648512724882
"S6",11,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0389871813917507,0.0612886454443856,-101.896843541979,0.999873082449433,2,2289.452,"troot(x4)*troot(x4)","x2*x4",NA,1,0.999999999980798,NA
"S1",12,FALSE,FALSE,FALSE,FALSE,5,0.976205938753054,0.976205938753054,0.0462622553049895,0.126707028877494,-100.740462289754,0.999457545831854,5,2705.42,"x4","x4*p0(x4)","x4*p0(x10)",0.999999999999544,0.999999972759705,0.704581711664838
"S3",12,FALSE,FALSE,FALSE,FALSE,10,0.0292808536203594,0.0292808536203594,0.653185788755719,1.6991267678691,-228.748667985887,0.902453161282258,10,2506.244,"x4","p3(x8*x2)","sin_deg(x8*x2)",1,0.999999999999999,0.999999999987045
