"Experiment","Run","Correlation","RMSE","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",21,0.895803150071137,4.47389565072729,2.82519904038898,-959.981630295945,0.802443575440554,19,968.785,"p0(x13)*x9","p3(x6)","x8",1,1,0.999998545406023
"P2",21,0.875007690542623,4.8770448791302,3.13438333483986,-981.508329145631,0.765235210619397,13,952.850999999995,"x9*exp_dbl(troot(x13*x6))","x10*x6","x11",1,1,0.999716590653824
"P3",21,0.688021298274666,13.4521838409665,4.77251781386072,-985.818607824663,-0.786097014411243,15,872.675000000003,"x1","x6","x13",1,1,0.99999999430472
"P4",21,0.890831114283921,4.57430208838458,2.83501001002968,-983.563277653558,0.793476659494471,17,940.034,"(x10*p3(x6))*x11","troot(x6)","x10*(p0(p0(x13*x5))*x9)",1,1,1
"P5",21,0.887866592417041,4.64308998024561,3.06062947032093,-974.491397929168,0.787218602450168,15,1012.04000000001,"x6*x9","x9*exp_dbl(troot(x13))","x11",1,0.99999999928075,0.997387805248276
"P6",21,0.899904810056576,4.39274918408254,2.71822939832694,-962.515275552847,0.809545047513385,15,750.534000000014,"x10*p0(x13)","x10*p3(x6)","p3(x6)",1,1,1
