"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",8,0.907815667941172,2.77477818400554,-999.454663011532,0.824031937501275,13,963.950000000001,"x10*x13","x9","x6",0.999999791246965,0.999999646157547,0.999948598365375
"P2",8,0.824243800925718,3.66062990097035,-969.633501860877,0.53195073096074,18,956.883000000002,"x10","x10*x6","x1*sigmoid(x13)",1,1,1
"P3",8,0.846992317848983,3.13409094946788,-975.894875558777,0.700985710668189,14,916.572,"x13","x6*x6","x1",1,1,0.999845602372217
"P4",8,0.894878064936118,2.85063484254955,-965.340886928853,0.80047094864698,21,1013.409,"x10*p0(x13)","x11","x6*x10",1,0.999999999999991,0.999999999847211
"P5",8,0.895241401201348,2.83251180570808,-989.248851522929,0.800497579698454,14,759.108000000007,"((x10*x11)*x6)*p0(x13)","x6","x10*x11",1,0.999999999993838,0.999999861898851
"P6",8,0.826219390527467,3.4733148147737,-968.887851851721,0.542435617022287,13,800.453999999998,"x11*(p3(x6)*x10)","p3(x6)","exp_dbl(x13)*x1",1,1,1
