"Experiment","Run","Correlation","MAE","RMSE","Time","FirstFeature","SecondFeature","ThirdFeature","FourthFeature","FifthFeature"
"S6",5,0.824885798650306,3.06933293229294,6.59814600545724,1996.00099999999,"x12*(x12*p3(troot(1+((exp_dbl(x13)*(x1*x1))*x6))))","troot(x10)","x10","(troot(x6)*(((x5*p3(x11))*(x6*p3(x6)))*x6))*p0(x10)","x6"
"S6",6,0.8831901153188,2.9333896499258,4.94041116784105,1608.15600000002,"p3(x9*x9)","x6","x11*(x11*((p3(x6)*x7)*x6))","p3(troot(x10)*p3(x6))","p3(x6)"
"S6",7,0.70099957022958,4.40723032719587,13.9570906935861,1864.04100000003,"p3(x11)*sigmoid(x3)","((x6*(x6*x6))*(x6*x6))*(x13*x7)","x9*troot(x11)","x10*sigmoid(x3)","(x6*(p3(x11)*sigmoid(x3)))*(x6*(x9*x6))"
"S6",8,0.878055646880292,2.98576424622678,5.14955009483537,2256.94400000002,"x12*x5","x6*(troot(exp_dbl(x1))*(x13*x6))","x9","sigmoid(x13)*x9","x10*exp_dbl(x1)"
"S6",9,0.888036132419981,2.6632036227006,4.68989597894756,1681.62300000002,"p3(x10)","x7","(sigmoid(p3(troot(exp_dbl(x6))))*x11)*(x9*x12)","x10*p3(x11)","x11*((exp_dbl(x13)*p3(x10))*x11)"
"S6",10,0.937065309532832,2.36009387293986,3.52747626915342,1707.071,"x10*x12","p3(troot(x13)*(x5*x10))","(x10*x12)*(x9*x13)","x13*x1","x10*x9"
"S6",11,0.890895976442046,2.99241581943876,5.27389622686617,2222.78000000003,"p3(x6)*x9","x10","sigmoid(p0(x8))","x10*(x7*x12)","(x10*x9)*x7"
"S6",12,0.870854901228618,3.03580907631817,5.55853333759066,2124.41999999998,"x7","p3((x6*x5)*(x6*x6))","x9","p3(sigmoid(p0(x8*x13)))","x7*x12"
"S6",13,0.905668760925045,2.77550222001092,4.28830588246162,2430.08299999998,"x12","(p0(x6)*x9)*x10","p3(x6)","x5*x6","(x12*x7)*troot(x13)"
"S6",14,0.693029900259186,4.58505550943871,14.8185069840655,2284.10600000003,"x1","x6","x7","troot(x5*x1)","x6*x6"
"S6",15,0.890728175259831,2.86784279903335,4.74914573711817,1959.53999999998,"exp_dbl(sigmoid(x13))*x9","x1","x12*x7","x12","exp_dbl(p0(troot(x10)))"
"S6",16,0.601536444692123,3.82355100930985,9.12002376832486,1797.48999999999,"x12*((x7*x13)*x5)","troot(troot(x1))","p0(x1)","x11","x6"
"S6",17,0.552698140402544,7.81664814138361,35.8241139481975,1747.31699999998,"exp_dbl(x8*x13)","exp_dbl(x13)","troot(x8)*x7","p3(x6)","p0(x6)"
"S6",18,0.885414066319202,2.99255350579234,4.9033503543883,1845.17300000001,"x10","x12","p0(x6)","p0(x6)*(sigmoid(sigmoid(x3))*p3(x6*x9))","troot(((x12*x11)*exp_dbl(x5*x13))*p3(x1))"
"S6",19,0.797925938485422,3.62697693920472,8.5671435603938,1848.35800000001,"x1","sigmoid(x6)","(x1*x5)*sigmoid(p3(exp_dbl(x6)))","(x10*x13)*x6","p0(x10*x13)"
"S6",20,0.902379463734312,2.62502384659348,4.35249447596458,2267.80100000004,"x1*sigmoid(exp_dbl(exp_dbl(x9)))","x11*(x6*(x10*p3(x6*x6)))","x8*x6","p3(x5*p0(x11))","x10"
"S6",21,0.848383773703035,3.23588325082374,5.89376111927221,2347.21799999999,"x9","x7*x13","(x12*x7)*(x7*x13)","x1","p3(x11)*x8"
"S6",22,0.899724237793634,2.66957769693399,4.5222557971506,2342.94099999999,"p3(x6)","x3*x10","(((x10*p0(x13))*x7)*x7)*troot(x6)","exp_dbl(x13)","x7*(x3*p0(x9))"
"S6",23,0.905878870955742,2.66342112390105,4.2664707014786,1926.83299999998,"x9*p0(x6)","x5","p3(x9*p0(x6))","x8","x9"
"S6",24,0.888726596634382,2.80919205682793,4.63463609030949,1524.08900000004,"(p3(x6)*x11)*p0(x13)","p0(x12*p3(x8))","x1*x5","p3(x6)","exp_dbl(x8)"
"S6",25,0.896988845060407,2.85728935492599,4.49590550392334,2133.64799999999,"x10*x6","x1","x8*x10","troot(x13)*(x8*x10)","x1*x5"
"S6",26,0.863619307899404,2.86035069700666,5.13144610572197,2312.185,"x2","x8","x9","troot(x13)","x12"
"S6",27,0.823652217053503,3.49412255738503,6.77188616331728,2063.09899999999,"p0(x6)*troot(x6)","p3(p0(x10))","x11*x6","x11","exp_dbl(x13)*x1"
"S6",28,0.890586951869878,2.8812884354138,4.96773481818615,2002.80900000001,"x11","x8","x12","x1","x9"
"S6",29,0.891388391952447,2.77654715082705,4.59605119940045,1999.00599999999,"(x13*x12)*x7","troot((x6*x10)*x6)","x6*x9","x6","(x6*x10)*x6"
"S6",30,0.823793670786298,3.48230946817476,7.06491552355435,1892.21899999998,"p3(x7)","x7*(x11*x6)","(troot(x1)*x9)*x6","x7*((x12*x5)*x7)","x7*(x12*x5)"
