"Experiment","Run","Correlation","RMSE","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",29,0.853633998643414,5.99639469375192,3.14533724904449,-961.227467620933,0.645105001309128,21,1126.959,"p3(x6)","p3(x6)*x10","x1*sigmoid(x13)",1,1,1
"P2",29,0.838561897857078,6.57902444313723,3.44304281183447,-960.845592688989,0.572788970369146,14,1062.69100000001,"sigmoid(x13)*x1","x10*x13","x8",1,0.999999991941948,0.999999588310062
"P3",29,0.857438021305469,5.46850951996343,3.11838625148023,-989.621243329117,0.704840067878625,18,1042.78199999999,"p0(x6*x10)*x10","x1*(exp_dbl(x13)*x10)","x6",1,1,1
"P4",29,0.840819274323373,6.16315664075503,3.29677894588258,-982.833322817059,0.625090998133162,21,947.135000000009,"x6*x10","x13*x10","exp_dbl(x13)*x10",1,0.999999855930666,0.999999572235889
"P5",29,0.901525939011323,4.37280609344244,2.68925022184955,-982.028313020475,0.811270453707268,14,869.904999999999,"x6*(troot(x13)*x10)","x13","x9",0.999999999984566,0.999998977355714,0.998520723895701
"P6",29,0.876634570348901,4.85961030982329,3.09290556674839,-999.132465092582,0.766910695334993,15,748.597000000009,"x13","p3(x6)","x6*x10",0.999999999999999,0.999999999999996,0.999999999999992
