"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",5,0.894858510172045,2.85585288315636,-965.340886928853,0.800442791127623,16,977.764999999999,"x10*p0(x13)","x1","x8",1,0.999999997635089,0.999999974474306
"P2",5,0.887160222075713,2.78908824844493,-996.473281387733,0.786688578446749,12,913.399000000005,"x10*x13","(x11*p3(x6))*x10","p3(x6)",1,1,1
"P3",5,0.88380556374709,3.03011248070939,-989.400180280059,0.780868715141018,18,891.274000000005,"x6","troot(x13)","x5*x13",1,0.999999999680808,0.999999999215837
"P4",5,0.856688682676935,3.20696147925318,-982.827893802645,0.70442405148059,16,913.359000000011,"p3(x6)","(x6*x9)*x11","sigmoid(x13)*x9",1,1,1
"P5",5,0.826614314729119,3.66275486450006,-966.388645605136,0.506508841497052,20,972.02900000001,"x6","x10","x6*x10",1,1,1
"P6",5,0.865387197243656,3.24662868828478,-989.053068158294,0.70638378117153,11,864.728999999992,"(x10*x13)*x6","x6","x11*x5",1,1,1
