"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P4",40,TRUE,FALSE,FALSE,TRUE,1,0.668140111623942,0.00442141345149907,0.0369103484261816,-94.3406692127019,0.999921266353254,3,359.395000000004,"troot((x7*x4)*x4)","troot((x6*x4)*x4)","x10",0.523155642518005,0.476844357869192,0.269311756074283
"P5",40,FALSE,FALSE,FALSE,FALSE,4,0.73688753300508,0.73688753300508,0.0401377565976251,-100.720409257459,0.999880559261515,4,396.467999999993,"troot(x4*x4)","x4","x4*x8",0.999999999962316,0.837752335748634,0.580534051440842
