"Experiment","Run","Number","Feature","Margs"
"S1",14,"Feature1","troot(x4)*troot(x4)",1
"S1",14,"Feature2","x7*(troot(x4)*troot(x4))",1
"S1",14,"Feature3","(troot(x4)*troot(x4))*x9",1
"S1",14,"Feature4","p3(x5)",0.999998559971766
"S1",14,"Feature5","x8",0.744997843831607
"S1",14,"Feature6","x5",0.105922657799111
"S1",14,"Feature7","x10",0.00651845794615705
"S2",14,"Feature1","troot(x4)*troot(x4)",1
"S2",14,"Feature2","x6*(troot(x4)*troot(x4))",1
"S2",14,"Feature3","x9",0.519974748253958
"S2",14,"Feature4","x5",0.462411611058514
"S2",14,"Feature5","x3",0.130361816990012
"S2",14,"Feature6","x2",0.0591795757647325
"S3",14,"Feature1","troot(x4*x4)",1
"S3",14,"Feature2","x5",0.706315728588302
"S3",14,"Feature3","troot(x4*x4)*x9",0.515036588162565
"S3",14,"Feature4","(troot(x4*x4)*x6)*x7",0.515033239767645
"S3",14,"Feature5","troot(x4*x4)*x6",0.484966768508808
"S3",14,"Feature6","x2",0.0370590622487301
"S4",14,"Feature1","troot(x4*(x6*x4))",1
"S4",14,"Feature2","x4",0.996040224073922
"S4",14,"Feature3","x4*x7",0.996040224073895
"S4",14,"Feature4","x6",0.168056256471839
"S4",14,"Feature5","x8*x4",0.00395859536301394
"S4",14,"Feature6","x6*x4",0.00395737538804535
"S5",14,"Feature1","p3(p0(x4))",1
"S5",14,"Feature2","x4",1
"S5",14,"Feature3","((x3*x4)*x4)*troot(x4)",1
"S5",14,"Feature4","(x3*x4)*x4",1
"S5",14,"Feature5","(x4*p3(p3(p0(x4))))*x5",1
"S5",14,"Feature6","x6*troot(x4)",1
"S5",14,"Feature7","x4*troot(x4)",1
"S5",14,"Feature8","sigmoid(x8)*x2",1
"S5",14,"Feature9","sigmoid(x8)",0.999999999999544
"S5",14,"Feature10","x6",0.999999802960469
"S5",14,"Feature11","troot(x4)",0.00970941605903582
"S6",14,"Feature1","troot(x6*(x4*x4))",1
"S6",14,"Feature2","troot(x4*x4)",0.999683470383806
"S6",14,"Feature3","x4",0.0901559435629516
