"Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"_deprecated_195_auto_price",159,16,"S1",2,0.943013025360265,0.0548992046787349,0.0807212515639549,136.334100110894,0.876521576770196,8,465.332000000002,"x5","x7","x5*x7",0.999636661027573,0.989020802134003,0.984851703473317
"_deprecated_207_autoPrice",159,16,"S1",2,0.942927965542928,0.0549745178978662,0.0807863720290473,136.334100110894,0.876322268269621,8,471.635000000002,"x12","x5","x7",0.9999984268589,0.778562781848835,0.624152450788868
"1027_ESL",488,5,"S1",2,0.92037211729394,0.0552925208528871,0.0749505080988926,477.102913115251,0.841343376016744,7,848.690000000002,"x1*x3","x4","x4",1,0.622222252175491,0.600000054696141
"1028_SWD",1000,11,"S1",2,0.675623367849637,0.162536902059216,0.197202108728285,67.6224696453488,0.451881083869021,10,1084.308,"x3","x10","x5",1,0.999999998877674,0.999999826024481
"1029_LEV",1000,5,"S1",2,0.710283259033476,0.114837854321905,0.157672092888867,305.93042602026,0.488845939716354,6,979.457999999999,"x1","x4","x2",1,1,0.666691725936197
"1030_ERA",1000,5,"S1",2,0.573940842158522,0.165537904155183,0.205128060720993,156.673533665788,0.328320642105261,4,822.760000000002,"x1","x2","x3",1,1,0.99999999999978
"1089_USCrime",47,14,"S1",2,0.880857918356796,0.0924948988491803,0.115724200336651,24.8123869497387,0.757686377941633,12,463.273999999998,"x13","x4","x7",0.99995401703607,0.999185665052639,0.8574937757935
"1096_FacultySalaries",50,5,"S1",2,0.974987129025466,0.0559672836876269,0.071625644981501,37.187168513443,0.923572679210803,4,378.991000000002,"x3","x2","x2",0.902607183102698,0.608849855999443,0.606302640602822
"1199_BNG_echoMonths",17496,10,"S1",2,0.662674921620652,0.116902082217949,0.149465364003006,6315.40187072897,0.439059723337243,12,15152.885,"x3","x2","sin_deg(x5)",1,0.999999999999103,0.999998269803905
"192_vineyard",52,3,"S1",2,0.771874158381564,0.104721691730735,0.150251585476186,25.9911666121571,0.555629928719113,2,256.962999999989,"x1","x2","NA",0.995206967150695,0.290313411776906,"NA"
"197_cpu_act",8192,22,"S1",2,0.694848945184338,2.15594164188097,2.30536116999276,13717.9238870061,-155.101296463883,25,12204.713,"x7","x8","troot(troot(x21))",1,1,1
"_deprecated_195_auto_price",159,16,"S1",2,0.943013025360265,0.0548992046787349,0.0807212515639549,136.334100110894,0.876521576770196,8,450.778,"x5","x7","x5*x7",0.999636661027573,0.989020802134003,0.984851703473317
"_deprecated_207_autoPrice",159,16,"S1",2,0.942927965542928,0.0549745178978662,0.0807863720290473,136.334100110894,0.876322268269621,8,460.6,"x12","x5","x7",0.9999984268589,0.778562781848835,0.624152450788868
"1027_ESL",488,5,"S1",2,0.92037211729394,0.0552925208528871,0.0749505080988926,477.102913115251,0.841343376016744,7,748.381,"x1*x3","x4","x4",1,0.622222252175491,0.600000054696141
"1028_SWD",1000,11,"S1",2,0.675623367849637,0.162536902059216,0.197202108728285,67.6224696453488,0.451881083869021,10,944.394,"x3","x10","x5",1,0.999999998877674,0.999999826024481
"1029_LEV",1000,5,"S1",2,0.710283259033476,0.114837854321905,0.157672092888867,305.93042602026,0.488845939716354,6,838.673,"x1","x4","x2",1,1,0.666691725936197
"1030_ERA",1000,5,"S1",2,0.573940842158522,0.165537904155183,0.205128060720993,156.673533665788,0.328320642105261,4,732.280000000001,"x1","x2","x3",1,1,0.99999999999978
"1089_USCrime",47,14,"S1",2,0.880857918356796,0.0924948988491803,0.115724200336651,24.8123869497387,0.757686377941633,12,416.821,"x13","x4","x7",0.99995401703607,0.999185665052639,0.8574937757935
"1096_FacultySalaries",50,5,"S1",2,0.974987129025466,0.0559672836876269,0.071625644981501,37.187168513443,0.923572679210803,4,368.94,"x3","x2","x2",0.902607183102698,0.608849855999443,0.606302640602822
"1199_BNG_echoMonths",17496,10,"S1",2,0.662674921620652,0.116902082217949,0.149465364003006,6315.40187072897,0.439059723337243,12,15959.041,"x3","x2","sin_deg(x5)",1,0.999999999999103,0.999998269803905
"192_vineyard",52,3,"S1",2,0.771874158381564,0.104721691730735,0.150251585476186,25.9911666121571,0.555629928719113,2,317.451000000001,"x1","x2","NA",0.995206967150695,0.290313411776906,"NA"
"197_cpu_act",8192,22,"S1",2,0.694848945184338,2.15594164188097,2.30536116999276,13717.9238870061,-155.101296463883,25,12463.94,"x7","x8","troot(troot(x21))",1,1,1
"201_pol",15000,49,"S1",2,0.909425389546169,0.127749708946482,0.172116360377214,3771.73473820429,0.825608240274257,41,35053.779,"cos_deg(x5)*((x7*((x6*x9)*x9))*x5)","p2(1+sin_deg(troot(x7*((x6*x9)*x9))))","p3(1+(x8+p2(1+sin_deg(troot(x7*((x6*x9)*x9))))))",1,1,1
"210_cloud",108,6,"S1",2,0.930867202089172,0.0544108357007824,0.0810145951437012,102.392412093914,0.840092344839365,7,463.888000000006,"x3","x4","x3",0.864253018187872,0.646623523602189,0.57187703181184
"503_wind",6574,15,"S1",2,0.843091229990959,0.10779149401329,0.135568280959856,5792.93394043018,0.275983488534165,16,8537.204,"x9","x1","x5*x13",1,1,1
"505_tecator",240,125,"S1",2,0.871928282308169,1.02239958313501,1.03908932077831,559.890570349569,-16.554416330175,14,1121.74800000001,"x60","x123","x78",1,1,1
"519_vinnie",380,3,"S1",2,0.8159062110706,0.0871099559910135,0.10878481282317,246.371650382327,0.653406822025825,1,403.912999999986,"x2","NA","NA",1,"NA","NA"
"522_pm10",500,8,"S1",2,0.456422370322166,0.13134274951546,0.169302771302809,117.323604384941,0.189291215982481,2,593.717000000004,"x1","x3","NA",0.999999979898112,0.999591843792519,"NA"
