"Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"586_fri_c3_1000_25",1000,26,"S2",10,0.961132904701492,0.0241291061302419,0.0454646557299213,1465.72569003099,0.918739653000653,18,1151.031,"troot(cos_deg(1+(sin_deg(p3(x1*x2))+x1)))","x2*x2","cos_deg(1+x2)",1,1,1
"588_fri_c4_1000_100",1000,101,"S2",10,0.988287811972532,0.0205339004765009,0.0262387834574891,1474.77983802422,0.975879191644459,19,1793.656,"(p3(x2)*(x2*p3(x1)))*troot(x2)","p2(x1)","p3(p2(1+troot(x2)))",1,1,1
"589_fri_c2_1000_25",1000,26,"S2",10,0.840055172845154,0.0779336108151896,0.107470672270267,618.50699581532,0.705547629383752,14,1095.945,"p2(x2)","x3*x3","x3",1,1,1
"590_fri_c0_1000_50",1000,51,"S2",10,0.978709832839987,0.0304620404476569,0.0383874358764407,1063.53586471866,0.95676256531066,12,1260.232,"cos_deg(x3)","sin_deg(x2*x1)*x2","x2*x2",1,1,1
"591_fri_c1_100_10",100,11,"S2",10,0.878721665103381,0.114826227639728,0.136054705092148,32.860347405374,0.7355215603993,6,289.413999999999,"x2","p3(x2)","x4",0.998250814780479,0.803216820209991,0.784566807168491
"592_fri_c4_1000_25",1000,26,"S2",10,0.986427358754376,0.0205468722308886,0.0263922512099874,1470.11816785393,0.972908104655895,17,1107.856,"sin_deg(p2(x2*x1))","troot(p3(x2))","cos_deg(x1)",1,1,1
"593_fri_c1_1000_10",1000,11,"S2",10,0.930682635115539,0.059196825155264,0.0751204795981739,836.967088276176,0.864780497051814,16,1468.354,"x3*troot(cos_deg(x2))","x3*cos_deg(p2(x2))","p2(x3)",1,1,1
"594_fri_c2_100_5",100,6,"S2",10,0.682329395789686,0.1270470086316,0.156136750924727,14.9592544257175,0.4460634948701,9,457.097,"sin_deg(x2)","troot(x2)","x4*x3",0.999919668007774,0.998485369294078,0.990902323755561
"595_fri_c0_1000_10",1000,11,"S2",10,0.925348333592371,0.0587124438763465,0.0716362383179698,877.032979506978,0.854988854570881,10,1013.593,"x2*p2(x1)","x2","x5",1,1,1
"596_fri_c2_250_5",250,6,"S2",10,0.875183013407198,0.100530432767337,0.125278377885853,78.1193475360716,0.758308451349858,8,663.259,"x4","p3(x2)","sin_deg(x2)",0.999999983678791,0.999996867821336,0.999992683119246
"597_fri_c2_500_5",500,6,"S2",10,0.80497422732327,0.0966753162762668,0.121191837048613,191.558081324891,0.641299019089756,9,691.025,"x5","x3","x4*x3",0.99999998362578,0.999898475033334,0.999656301062971
"598_fri_c0_1000_25",1000,26,"S2",10,0.977704839208429,0.0344908216268321,0.0423825934757365,1093.0794076728,0.955001314317607,13,1151.077,"x5","p2(x4*sigmoid(sin_deg((cos_deg(x1*x1)*p3(cos_deg(x3)))*x4)))","sin_deg(sin_deg(x2*x2))",1,1,1
"599_fri_c2_1000_5",1000,6,"S2",10,0.837652115184312,0.0932231143032649,0.118648484332786,527.458280424521,0.699842174097985,9,844.039000000001,"x2","x4","cos_deg(x3)",1,1,1
"601_fri_c1_250_5",250,6,"S2",10,0.874376779613079,0.0912121594530549,0.11088322108838,115.87671734263,0.752449947666143,8,559.169999999998,"sin_deg(x2)","troot(x2)","x4",1,0.999995362162779,0.761907444062115
"602_fri_c3_250_10",250,11,"S2",10,0.774056804388403,0.100572606270144,0.120497495839869,153.084336263716,0.587104678556065,7,462.946,"p2(x5)","x2","sin_deg(x2)",0.999995654950318,0.999957777545937,0.985833627553564
