"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",21,0.895851264673405,2.82421886380474,-959.981630295945,0.802531441131207,13,NA,"x9","x1","x13",1.6097382127484,1.49025399721114,1.38309159246807
"P2",21,0.891553624023739,2.86237794078165,-973.892921350965,0.794605412982292,11,NA,"x11","x10","x9",2.08969973480743,1.65932848894407,1.4086292269889
"P3",21,0.894905534858844,2.85547324513607,-965.340886928853,0.80052829372507,11,NA,"x5","x13","x10",1.69405045022422,1.44785395528794,1.38907773313715
"P4",21,0.885394190014457,2.84317698654728,-971.869802401751,0.783910035241808,10,NA,"x7","x13","x1",1.96387136214165,1.77526807416136,1.46079519009031
"P5",21,0.881585427005478,2.86086486153359,-973.832779844088,0.772662647103404,16,NA,"x1","x8","x5",1.43868307271686,1.21123068557088,1.1588914164345
"P6",21,0.900243376568163,2.6941893363548,-962.515275552847,0.810182284998965,11,NA,"x8","x10","x1",1.5674918711442,1.26986865570146,1.21709999718719
