"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",12,0.873587082907899,2.97112085820261,-969.138825645146,0.743015543707949,21,1007.806,"sigmoid(x13)*x9","p3(x6)*x9","x13*x9",1,1,0.999999999999999
"P2",12,0.819500066327139,3.59284440225264,-971.703655521324,0.540922478291325,19,1071.82799999999,"x1*sigmoid(x13)","x6*x10","p0(x13)",1,0.999999999999987,0.999999999999987
"P3",12,0.865156644976037,3.18054462922352,-1009.0890980612,0.748194280255045,9,859.714999999997,"p0(x13)","x6*x11","x11",1,0.999999999708597,0.999999999666496
"P4",12,0.896569458671908,2.79828231629268,-988.580320069014,0.800781678964563,14,945.5,"x6","x11*x10","(x11*x10)*x6",1,1,1
"P5",12,0.882105379148057,3.01577506713112,-972.657894071092,0.765424027089987,18,869.583000000013,"x10","x10*x6","x13",1,1,0.999999986281748
"P6",12,0.366111125812322,11.8143725083205,-1004.00597714968,-51.6232993321763,9,793.589000000007,"x13*x6","x6","x13",1,1,0.999999999999998
