"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S3",11,FALSE,FALSE,FALSE,FALSE,2,0.982068314829844,0.982068314829844,0.159835541259563,0.254851403567541,-28.2364995747419,0.997805499443088,2,2436.511,"x4","troot(x4)*x9",NA,0.975340491249068,0.971219408738897,NA
"S4",11,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0643558963182723,0.317980955010914,-24.0166299391974,0.996583638220398,1,2460.429,"troot(x4*x4)*x9",NA,NA,0.941410864249306,NA,NA
"S5",11,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,NA,NA,-24.0166299391974,NA,1,2516.03,"x9*troot(x4*x4)",NA,NA,0.902550030879238,NA,NA
"S6",11,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0184585003741512,0.0723429226657166,-20.678976752487,0.999823170899984,1,2680.279,"troot(x7*(x4*x4))",NA,NA,0.999984442723415,NA,NA
"S1",12,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0643721671469007,0.318062659168736,-24.0166299391974,0.996581882349057,1,2589.998,"troot(x4*x4)*x9",NA,NA,0.941103490629849,NA,NA
"S2",12,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.123647446215116,0.648240531096293,-26.7809518466237,0.985801776794404,2,2526.243,"troot(x4*x4)","x4",NA,0.99739948236456,0.145489496869907,NA
"S3",12,FALSE,FALSE,FALSE,FALSE,2,0.982174997577265,0.982174997577265,0.192113979705023,0.343299397497323,-30.4828786087661,0.996017940744431,2,2455.009,"troot(x6*x4)","x4",NA,1,0.999999999999918,NA
"S4",12,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0184453926290677,0.07234479148664,-25.8088754674101,0.999823161763881,1,2609.972,"troot(x4)*troot(x4*x7)",NA,NA,0.999999999979773,NA,NA
"S5",12,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.123930801938119,0.649359025971765,-26.7809518466237,0.985752738390864,2,2501.666,"troot(x4*x4)","x4",NA,0.999735665614726,0.141528591860003,NA
"S6",12,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0644697927705263,0.318646505793481,-29.1465286541205,0.996569322005721,1,2672.355,"x9*(troot(x4)*troot(x4))",NA,NA,0.94138618343952,NA,NA
"S1",13,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.120982329871021,0.629556015315094,-26.7809518466237,0.986608464045201,2,2511.741,"troot(x4*x4)","x4",NA,0.987584908001721,0.153669217197554,NA
"S2",13,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0184569157626482,0.0723340068696725,-20.678976752487,0.999823214483377,1,2532.648,"troot(x7*(x4*x4))",NA,NA,1,NA,NA
"S3","Mo1",FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0626486149495205,0.307984754141287,-24.0166299391974,0.99679505874849,1,2667.691,"troot(x4*x4)*x9","NA","NA",0.92996650795938,"NA","NA"
"S4",13,FALSE,TRUE,FALSE,FALSE,0,0.999999647456683,NA,0.0607261068876018,0.303734498687795,-22.889285690445,0.996882906129524,1,2486.784,"troot(x9*(x4*x4))",NA,NA,0.999905037318121,NA,NA
"S5",13,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0764311104717651,0.379234224813622,-24.0166299391974,0.995140666742118,1,2497.756,"troot(x4*x4)*x9",NA,NA,1,NA,NA
