"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",30,0.889696251085021,2.8868205390086,-980.355007395689,0.790940343224288,19,1069.423,"x6","x13","x10",1,1,1
"P2",30,0.866128196470156,3.12112607709941,-971.914910833225,0.728826473449896,14,1016.88,"sigmoid(x13)*x9","x9*x6","x11",1,1,1
"P3",30,0.796212005715885,3.63703384521034,-974.937713433617,0.359545392477024,17,996.289000000004,"p3(x6)","exp_dbl(x13*x8)","x11",1,0.999999999999978,0.999999983544673
"P4",30,0.894257615848754,2.8531887330547,-977.193202221116,0.799389773805898,15,941.326000000001,"x10*exp_dbl(troot(troot(x13)))","x10*x6","x13",1,1,0.999999999999999
"P5",30,0.875313956416328,3.09422341818669,-993.721682980169,0.765883614158926,15,865.644,"x6","x9","x11*x6",1,1,0.999999999999948
"P6",30,0.873807808873823,3.060529457661,-990.769951649401,0.758653947937543,13,783.385999999999,"x11*x6","x11","(p0(p0(x13))*x10)*x6",1,1,1
