"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","Count_P","Time","FirstFeature","SecondFeature","ThirdFeature"
"P2",9,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0899025010022271,3,640,"troot(x4*x4)","troot(x4*x4)*x9","x4"
"P2",10,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.144609438952071,2,624.450000000001,"troot(x4*x4)","x4","NA"
"P2",11,FALSE,FALSE,FALSE,FALSE,6,0.988603792554012,0.988603792554012,0.0460902651333104,6,634.43,"troot(x4)*troot(x4)","x4","x10*x4"
"P2",12,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.14394119333254,2,661.439999999999,"troot(x4*x4)","x4","NA"
"P2",13,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.131133351325738,2,670.420000000002,"troot(x4*x4)","x4","NA"
"P2",14,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.149219477039235,2,621.75,"troot(x4*x4)","x4","NA"
"P2",15,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0317335683557943,1,634.060000000001,"troot(x6*(x4*x4))","NA","NA"
"P2","Mod",FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.128257198570735,3,669.73,"troot(x4*x4)","x4","x4*x2"
"P2","Mod",FALSE,FALSE,TRUE,FALSE,2,0.997619467185909,0.996429304930045,0.102880271215277,3,702.03,"troot(x4*x4)","troot((x9*x4)*(x9*x4))","x4"
"P2",18,FALSE,FALSE,FALSE,FALSE,4,0.643687105992856,0.643687105992856,0.092585867725124,4,624.91,"troot(x4*x4)","x2*x4","x3*x4"
"P2",19,FALSE,FALSE,FALSE,FALSE,5,0.988567970657476,0.988567970657476,0.0815706142038308,5,702.580000000002,"x4","x4*pm05(x4)","x4*x4"
"P2",20,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.147193575240829,2,633.110000000001,"troot(x4*x4)","x4","NA"
"P2","Mod",TRUE,TRUE,FALSE,FALSE,0,0.999999823728341,NA,0.0377153889733175,2,652,"troot(x6*(x4*x4))","troot((x9*x4)*x4)","NA"
"P2","Mod",FALSE,FALSE,FALSE,FALSE,4,0.986914523622905,0.986914523622905,0.0700370484181435,4,667.940000000001,"troot(x4)*troot(x4)","x4","x4*x4"
"P2",23,FALSE,FALSE,FALSE,FALSE,3,0.736363219253691,0.736363219253691,0.0741452703801341,3,633.720000000001,"troot(x4*x4)","x2*x4","x9*troot(x4*x4)"
"P2",24,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.148171227771941,2,656.029999999999,"troot(x4*x4)","x4","NA"
"P2",25,FALSE,FALSE,FALSE,FALSE,2,0.480915620559171,0.480915620559171,0.123552865987852,2,640.089999999997,"troot(x4*x4)","x4*x8","NA"
"P2",26,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,1.53127579963591e+228,2,680.540000000001,"troot(x4*x4)*x9","troot(x4*x4)","NA"
"P2",27,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,2.55190061356175e+283,1,686.110000000001,"troot(x4*x4)*x9","NA","NA"
"P2",28,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0399932190561785,2,662.269999999997,"troot(x4*x4)*x9","troot(x4*x4)","NA"
"P2",29,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0397032076563546,3,667.590000000004,"x9*troot(x4*x4)","troot(x4*x4)","x4"
"P2",30,FALSE,FALSE,FALSE,FALSE,3,0.996013456218618,0.996013456218618,0.139556818190851,3,668.919999999998,"x4","x4*pm05(x4)","troot(x4)*troot(x4)"
"P3",1,FALSE,FALSE,FALSE,FALSE,3,0.736363219253691,0.736363219253691,0.0736045472979046,3,609.239999999998,"troot(x4*x4)","troot(x4*x4)*x9","x4*x2"
"P3",2,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.14290497108685,2,604.120000000003,"troot(x4*x4)","x4","NA"
"P3",3,FALSE,FALSE,FALSE,FALSE,3,0.992274508830344,0.992274508830344,0.12362326304858,3,606.389999999999,"troot(x4)*troot(x4)","x4","x4*troot(x4)"
"P3","Mod",FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.11852838716004,3,627.42,"troot(x4*x4)","x4","x4*x2"
"P3",5,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0306946398389816,1,590.75,"troot(x4*(x4*x6))","NA","NA"
"P3","Mod",FALSE,FALSE,FALSE,FALSE,3,0.736363219253691,0.736363219253691,0.0998583835191582,3,594.870000000001,"troot(x4*x4)","x9*troot(x4*x4)","x4*x2"
"P3","Mod",FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0451710987934915,2,602.470000000001,"x9*troot(x4*x4)","troot(x4*x4)","NA"
"P3",8,FALSE,FALSE,FALSE,FALSE,5,0.989531567738626,0.989531567738626,0.0794804797357636,5,594.870000000003,"x4","x4*x4","x10*x4"
"P3",9,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0456186584916603,1,617.190000000002,"troot((x7*x4)*x4)","NA","NA"
"P3","Mod",FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0438301363171958,2,588.630000000001,"x9*troot(x4*x4)","troot(x4*x4)","NA"
"P3",11,FALSE,FALSE,FALSE,FALSE,3,0.736363219253691,0.736363219253691,0.0517910066347373,3,611.209999999999,"troot(x4*x4)","x9*troot(x4*x4)","x4*x2"
"P3",12,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0437926613651725,2,571.480000000003,"x9*troot(x4*x4)","troot(x4*x4)","NA"
"P3",13,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.111111002040512,3,592.810000000005,"troot(x4*x4)","x9*troot(x4*x4)","x4"
"P3",14,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0402854073345648,2,604.75,"x9*troot(x4*x4)","troot(x4*x4)","NA"
"P3",15,FALSE,TRUE,FALSE,FALSE,0,0.999999647456683,NA,0.0888599287875634,1,572.660000000003,"troot((x4*x4)*x9)","NA","NA"
"P3",16,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0408284779662556,3,603.290000000001,"x9*troot(x4*x4)","troot(x4*x4)","x4"
"P3",17,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.149199231123883,2,592.909999999996,"troot(x4*x4)","x4","NA"
"P3",18,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0420828821375286,2,603.720000000001,"troot(x4*x4)","x9*troot(x4*x4)","NA"
"P3",19,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0778674984161085,2,613.300000000003,"troot(x4*x4)","troot(x4*x4)*x9","NA"
"P3",20,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0795361053811916,1,627.950000000004,"x9*troot(x4*x4)","NA","NA"
"P3","Mod",FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0903245601079931,3,596.030000000001,"troot(x4*x4)","troot(x4*x4)*x9","x4"
"P3",22,FALSE,FALSE,FALSE,FALSE,3,0.788552607527299,0.788552607527299,0.112898368870163,3,584.599999999999,"troot(x4*x4)","x4*x3","x4"
"P3","Mod",FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.147076976030492,2,673.650000000001,"troot(x4*x4)","x4","NA"
"P3",24,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.126886334124084,3,592.18,"troot(x4*x4)","x4","x4*x2"
"P3",25,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.101121302455551,3,581.07,"troot(x4*x4)","troot(x4*x4)*x9","x4"
"P3",26,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0634605195540641,3,594.5,"troot(x4*x4)","troot(x4*x4)*x9","x4"
"P3",27,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0319478156648202,2,601.089999999997,"troot(x4*x4)*x9","troot(x4*x4)","NA"
