"Experiment","Run","TP","Actual_TP","Count_FP","Correlation","Correlation_FP","RMSE","Count_P","Time","FirstFeature","SecondFeature"
"S5",16,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952785759847,2,109.080999999998,"x4","x4*x4"
"S5",17,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5956350302604,2,104.138000000003,"x4","x4*x4"
"S5",18,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5648286635485,2,105.786999999997,"x4","x4*x4"
"S5",19,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5949749742739,2,99.0249999999978,"x4*x4","x4"
"S5",20,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5953054469849,2,107.917000000001,"x4","x4*x4"
"S5",21,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5929807846759,2,103.010999999999,"x4","p2(x4)"
"S5",22,FALSE,FALSE,3,0.0718909826640523,0.0718909826640523,21.4585128151779,3,102.629000000001,"x4","p2(x4)"
"S5",23,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952278316868,2,101.989999999998,"x4","x4*x4"
"S5",24,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5950875569973,2,96.1140000000014,"x4","x4*x4"
"S5",25,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5953410567752,2,95.369999999999,"x4","x4*x4"
"S5",26,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5954459378495,2,111.321,"x4","x4*x4"
"S5",27,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5722104139524,2,101.463,"x4","x4*x4"
"S5",28,FALSE,FALSE,3,0.0718909826640523,0.0718909826640523,21.4085211771636,3,100.25,"x4","x4*x4"
"S5",29,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952473108381,2,93.130000000001,"x4","p2(x4)"
"S5",30,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952702579116,2,103.932000000001,"x4","x4*x4"
"S6",1,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5835412397516,2,122.379999999997,"x4","x4*x4"
"S6",2,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5949834058003,2,117.589,"p2(x4)","x4"
"S6",3,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5931119233622,2,133.252,"x4","x4*x4"
"S6",4,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952266406466,2,141.537,"x4","p2(x4)"
"S6",5,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952690998875,2,146.061999999998,"x4","p2(x4)"
"S6",6,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952382970142,2,158.853999999999,"x4","x4*x4"
"S6",7,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952492809743,2,169.582999999999,"x4","x4*x4"
"S6",8,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.595391891831,2,137.970000000001,"x4","x4*x4"
"S6",9,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5929688222854,2,170.064000000002,"x4","p2(x4)"
"S6",10,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,17.4692257855163,2,126.407000000003,"x4","x4*x4"
"S6",11,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5951446519541,2,155.976000000002,"x4*x4","x4"
"S6",12,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5951642240568,2,125.364000000001,"x4","p2(x4)"
"S6",13,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.6314554800133,2,129.038,"x4","p2(x4)"
"S6",14,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5980167815369,2,156.846000000001,"x4","x4*x4"
"S6",15,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5953703471737,2,159.246999999999,"x4","x4*x4"
"S6",16,FALSE,FALSE,3,0.0718909826640523,0.0718909826640523,21.4334517740306,3,150.406999999999,"x4","p2(x4)"
"S6",17,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5954393565897,2,122.510000000002,"x4","x4*x4"
"S6",18,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.595341597477,2,133.391,"x4","x4*x4"
"S6",19,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952527125476,2,129.361000000001,"x4","x4*x4"
"S6",20,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5642943012465,2,128.323999999997,"x4","p2(x4)"
"S6",21,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5951931977025,2,140.381000000001,"x4","x4*x4"
"S6",22,FALSE,FALSE,3,0.0718909826640523,0.0718909826640523,21.4330396402966,3,128.753999999997,"x4","x4*x4"
"S6",23,FALSE,FALSE,3,0.0718909826640523,0.0718909826640523,21.4588788137039,3,144.126,"x4","x4*x4"
"S6",24,FALSE,FALSE,4,-0.00409957276267024,-0.00409957276267024,29.6344839105128,4,134.924999999999,"x4","p2(x4)"
"S6",25,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.59529378351,2,142.625,"x4","x4*x4"
"S6",26,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5628156205713,2,152.195,"x4","x4*x4"
"S6",27,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952629394151,2,142.966,"x4*x4","x4"
"S6",28,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,20.5890011451248,2,150.650999999998,"x4","p2(x4)"
"S6",29,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5926395512962,2,146.017,"x4","x4*x4"
"S6",30,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5956067465366,2,135.643,"x4","x4*x4"
"P1",1,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5803374190678,2,4355.14,"x4","p2(x4)"
"P1",2,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,17.8038103036243,2,2200.537,"x4","x4*x4"
"P1",3,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5866584744188,2,231.285,"x4","p2(x4)"
"P1",4,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.593833529113,2,204.580999999998,"x4","x4*x4"
"P1",5,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.4101659546172,2,58.2030000000013,"x4","x4*x4"
"P1",6,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,17.803165255234,2,47.0329999999994,"x4","x4*x4"
"P1",7,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.594728910664,2,122.179,"x4","x4*x4"
"P1",8,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5882956136746,2,47.5360000000001,"x4","p2(x4)"
"P1",9,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,17.8101534743088,2,170.182000000001,"x4","p2(x4)"
"P1",10,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5951875700248,2,188.522000000001,"x4*x4","x4"
"P1",11,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,19.0113150487703,2,49.4650000000001,"x4","x4*x4"
"P1",12,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952178975186,2,156.912,"x4","p2(x4)"
"P1",13,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952477326385,2,58.7690000000002,"x4","p2(x4)"
"P1",14,FALSE,FALSE,3,0.0718909826640523,0.0718909826640523,20.2168883431324,3,50.4360000000015,"x4","x4*x4"
"P1",15,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,17.8162577503143,2,185.790999999997,"x4","x4*x4"
"P1",16,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.3904551686789,2,53.3549999999996,"x4","x4*x4"
"P1",17,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,20.677362657054,2,166.243999999999,"x4","x4*x4"
"P1",18,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,19.0148009629001,2,52.2999999999993,"x4","p2(x4)"
"P1",19,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,17.8101323250818,2,153.349000000002,"x4","x4*x4"
"P1",20,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,17.8038922050901,2,182.168000000001,"x4","p2(x4)"
"P1",21,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,17.2664722664305,2,193.299000000003,"x4","p2(x4)"
"P1",22,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5857048755183,2,66.3039999999964,"x4","p2(x4)"
"P1",23,FALSE,FALSE,3,0.0718909826640523,0.0718909826640523,20.4217768945645,3,175.936000000002,"x4","x4*x4"
"P1",24,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5952766623578,2,65.4279999999999,"x4","x4*x4"
"P1",25,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5945815711256,2,193.882000000005,"x4","x4*x4"
"P1",26,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.2885152787349,2,85.3830000000016,"x4","p2(x4)"
"P1",27,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5914655955414,2,139.580999999998,"x4","p2(x4)"
"P1",28,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.594604343197,2,50.6970000000001,"x4","x4*x4"
"P1",29,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,18.9216939524173,2,48.0339999999997,"x4","x4*x4"
"P1",30,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,17.7888583853563,2,180.182000000001,"x4","x4*x4"
"P2",1,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.6138138351686,2,209.446000000004,"x4","x4*x4"
"P2",2,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5882127602317,2,78.609000000004,"x4","x4*x4"
"P2",3,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,17.9809997601254,2,198.810999999994,"x4","x4*x4"
"P2",4,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5949085856506,2,57.0800000000017,"x4","x4*x4"
"P2",5,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,17.7833707595997,2,188.741000000002,"x4","x4*x4"
"P2",6,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,17.7963651697744,2,207.146999999997,"x4","x4*x4"
"P2",7,FALSE,FALSE,3,0.0718909826640523,0.0718909826640523,21.7594458925015,3,67.2769999999946,"x4","p2(x4)"
"P2",8,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,16.5922317535225,2,225.615999999995,"x4","x4*x4"
"P2",9,FALSE,FALSE,2,0.0634580961939141,0.0634580961939141,18.9939745398065,2,146.214,"x4","x4*x4"
