"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","Count_P","Time","FirstFeature","SecondFeature","ThirdFeature"
"P1",1,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0334352163602359,2,599.84,"troot(x4*x4)*x9","troot(x4*x4)","NA"
"P1",2,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.147136121295408,2,585.42,"troot(x4*x4)","x4","NA"
"P1",3,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0430502326688367,2,607.08,"troot(x4*x4)*x9","troot(x4*x4)","NA"
"P1",4,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,3.22325233381768e+280,2,591.34,"troot(x4*x4)","x4","NA"
"P1",5,FALSE,FALSE,FALSE,FALSE,3,0.790932756364452,0.790932756364452,0.050442867406816,3,587.14,"troot(x4*x4)","x9*troot(x4*x4)","x4*x3"
"P1",6,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0319568728970582,1,591.54,"troot((x4*x4)*x6)","NA","NA"
"P1",7,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0898187064937995,3,568.449999999999,"troot(x4*x4)","x9*troot(x4*x4)","x4"
"P1",8,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0989392488828013,2,570.29,"troot(x4*x4)","troot(x4*x4)*x9","NA"
"P2",1,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,NA,1,697.13,"troot(x4*x4)*x9","NA","NA"
"P2",2,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0795274949771342,1,637.93,"troot(x4*x4)*x9","NA","NA"
"P2",3,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0963615552816303,2,648.5,"troot(x4*x4)","troot(x4*x4)*x9","NA"
"P2",4,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.128257198570735,3,669.73,"troot(x4*x4)","x4","x4*x2"
"P2",5,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,1.22179761146311e+282,2,630.030000000001,"troot(x4*x4)","troot(x4*x4)*x9","NA"
"P2",6,FALSE,FALSE,TRUE,FALSE,2,0.997619467185909,0.996429304930045,0.102880271215277,3,702.03,"troot(x4*x4)","troot((x9*x4)*(x9*x4))","x4"
"P2",7,TRUE,TRUE,FALSE,FALSE,0,0.999999823728341,NA,0.0377153889733175,2,652,"troot(x6*(x4*x4))","troot((x9*x4)*x4)","NA"
"P2",8,FALSE,FALSE,FALSE,FALSE,4,0.986914523622905,0.986914523622905,0.0700370484181435,4,667.940000000001,"troot(x4)*troot(x4)","x4","x4*x4"
"P3",1,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.11852838716004,3,627.42,"troot(x4*x4)","x4","x4*x2"
"P3",2,FALSE,FALSE,FALSE,FALSE,3,0.736363219253691,0.736363219253691,0.0998583835191582,3,594.870000000001,"troot(x4*x4)","x9*troot(x4*x4)","x4*x2"
"P3",3,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0451710987934915,2,602.470000000001,"x9*troot(x4*x4)","troot(x4*x4)","NA"
"P3",4,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0438301363171958,2,588.630000000001,"x9*troot(x4*x4)","troot(x4*x4)","NA"
"P3",5,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0903245601079931,3,596.030000000001,"troot(x4*x4)","troot(x4*x4)*x9","x4"
"P3",6,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.147076976030492,2,673.650000000001,"troot(x4*x4)","x4","NA"
"P3",7,FALSE,FALSE,FALSE,FALSE,5,0.989531567738626,0.989531567738626,0.0436884027451876,5,566.469999999999,"x4","troot(x4)*troot(x4)","x4*x4", "unuse"
"P3",8,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.032160874687731,1,589.07,"troot(x4*(x6*x4))","NA","NA"
"P4",1,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0892989023456398,2,625.889999999999,"troot(x4*x4)","troot(x4*x4)*x9","NA"
"P4",2,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,2.51001592569456e+244,2,689.75,"troot(x4*x4)","x4","NA"
"P4",3,TRUE,FALSE,FALSE,FALSE,2,0.99761953662003,0.996429304930045,0.100676758065214,3,706.889999999999,"troot(x4*x4)","troot(x6*x4)*troot(x4)","x4"
"P4",4,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.14719876909239,2,661.16,"troot(x4*x4)","x4","NA"
