"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","Count_P","Time","FirstFeature","SecondFeature","ThirdFeature"
"S1",1,FALSE,FALSE,FALSE,FALSE,1,0.999999744201511,0.999999744201511,0.0764903992270132,1,100.248,"(troot(x4)*troot(x4))*x9","NA","NA"
"S1",2,FALSE,FALSE,FALSE,TRUE,1,0.999999116795182,0.999999312170039,0.0477737538097555,2,116.737,"troot(x7)*troot(x4*x4)","troot(x4*x4)","NA"
"S1",3,FALSE,FALSE,FALSE,FALSE,1,0.999999312170039,0.999999312170039,0.129699427489196,1,97.793,"troot(x4*x4)","NA","NA"
"S1",4,FALSE,FALSE,FALSE,FALSE,2,0.982068314829844,0.982068314829844,0.161034887012826,2,107.574,"troot(x4)*x9","x4","NA"
"S1",5,FALSE,FALSE,FALSE,FALSE,1,0.999999744201511,0.999999744201511,0.0764542561116631,1,119.57,"x9*troot(x4*x4)","NA","NA"
"S1",6,FALSE,FALSE,FALSE,FALSE,1,0.999999744201511,0.999999744201511,0.0764857554992343,1,96.626,"x9*troot(x4*x4)","NA","NA"
"S1",7,FALSE,FALSE,FALSE,FALSE,1,0.999999744201511,0.999999744201511,5.05862086631822e+261,1,95.235,"x9*troot(x4*x4)","NA","NA"
"S1",8,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.124408803214153,2,94.175,"troot(x4*x4)","x4","NA"
"S1",9,FALSE,FALSE,FALSE,FALSE,2,0.982068314829844,0.982068314829844,0.161439316931295,2,111.996,"x4","troot(x4)*x9","NA"
"S1",10,FALSE,FALSE,FALSE,FALSE,1,0.999999744201511,0.999999744201511,0.0764968178013256,1,106.156,"(troot(x4)*troot(x4))*x9","NA","NA"
"S1",11,FALSE,FALSE,FALSE,FALSE,1,0.999999744201511,0.999999744201511,0.0643622357091669,1,99.2929999999999,"(troot(x4)*troot(x4))*x9","NA","NA"
"S1",12,FALSE,FALSE,FALSE,FALSE,1,0.999999744201511,0.999999744201511,0.0764780746904525,1,100.246,"x9*(troot(x4)*troot(x4))","NA","NA"
