"Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S5",27,0.837702031918933,3.22183998734773,6.27240888923282,-1298.77815272507,0.61168141179149,22,4786.788,"x5*(x1*exp_dbl(x13))","troot(x1)","x7*(x12*p0(x10))",1,1,1
"S6",27,0.856119754874217,3.18986276995297,6.23176795059118,-1291.46973085613,0.616697189646578,17,4774.757,"(x12*(x11*(p3(x6)*(x12*x7))))*troot(x7)","x13","x5*x1",1,1,1
"S1",28,0.891186355890027,2.82261708584522,4.67939733738332,-1313.63001134825,0.783877837695386,28,5715.368,"x6*((x9*x6)*(x10*x6))","troot(x1)","x5*x7",1,1,1
"S2",28,0.801143188753057,3.38387629935268,8.36932653752061,-1298.61297471055,0.308645996623643,29,5003.454,"troot(1+x6)","x1","x9",1,1,1
"S3",28,0.881688850550711,2.79856250562005,5.00791754571501,-1277.19603645837,0.75246660624108,25,5770.305,"x8","x5*x13","p0(p0(troot(x11)))",1,1,1
"S4",28,0.877253288727708,2.82962794979053,5.21893107719806,-1237.2612815779,0.731166999246587,25,5162.416,"x7","x13","troot(x13)",1,1,1
"S5",28,0.870079160314519,3.00754210210402,5.4205866803055,-1297.33570156421,0.709990620583312,24,5165.701,"x11","troot(x13)*p3(x10)","troot(x13)",1,1,1
"S6",28,0.859485413750649,3.16703582643523,5.89130538618927,-1269.13276639822,0.657435363304038,21,4978.326,"(p0(x10)*(p3(p3(x6))*x11))*x6","x8*x8","x12",1,1,1
"S1",29,0.914752087448503,2.58969143598684,4.09559025522344,-1245.04380065856,0.834441127992322,28,5733.206,"x9*x6","p3(x6*x11)","sigmoid(x5)",1,1,1
"S2",29,0.835296510955467,3.2605886369654,6.48746581338803,-1328.41657950413,0.584597006958379,21,4996.706,"x1*troot(x1)","x6","x6*(p3(x6)*p3(x6))",1,1,1
"S3",29,0.837083659673652,3.35230909537219,6.58854183656348,-1309.21333621022,0.571552046437368,22,5163.404,"x7","x6*x7","(x11*x7)*x12",1,1,1
"S4",29,0.900721279819506,2.59656743251335,4.43474066032642,-1293.21454654685,0.805886423114779,23,5297.014,"x1*exp_dbl(exp_dbl(x13*x5))","x11","x9*x13",1,1,1
"S5",29,0.741727966276154,3.91443525712824,11.5900903150062,-1262.18290323045,-0.325846044126191,28,5087.437,"p0(x11)","x1","troot(sigmoid(x8)*p3(exp_dbl(x13)))",1,1,1
"S6",29,0.911145572461849,2.56396396444795,4.16599151726141,-1297.64291969439,0.828700451055255,22,4731.065,"x12","p0(x13)","x11",1,1,1
"S1",30,0.880338987175967,2.90003236178826,4.9524735086814,-1236.00869100308,0.757917286306405,17,5808.9,"x10","troot(sigmoid(x8*troot(x13)))","troot(x1)",1,1,1
"S2",30,0.848604991037643,3.17585324197872,6.4545740123326,-1249.96522845595,0.588798559931515,21,5461.794,"x11*x6","x6*x10","x10*x13",1,1,1
"S3",30,0.844053436095285,3.19402368536119,6.17661783245628,-1262.06683130581,0.623451502786659,28,6272.1,"x8","x6*(x5*x13)","x9",1,1,1
"S4",30,0.655706821786758,3.64157862326521,8.56139789595746,-1314.26099025814,0.276549501866742,21,4708.146,"x12","p0(x6)","exp_dbl((x13*exp_dbl(x8))*x6)",1,1,1
"S5",30,0.922887518966474,2.47181741194697,3.96041487208846,-1288.56300862162,0.845189354247144,22,4884.117,"sigmoid(p0(x10*x13))","(x5*x13)*sigmoid(1+((troot(x13)*x8)*troot(x13)))","p0(1+(x1+x3))",1,1,1
"S6",30,0.913555044442975,2.5966940949687,4.13100339395189,-1241.96004142099,0.831565690550565,23,4696.11,"p0(x8)","x12*x7","p3(p3(x6)*troot(x10))",1,1,1
