"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",9,0.897019541655544,2.84572153264611,-973.952680500002,0.803519984442655,21,1055.072,"p0(x13)*x9","x11","x9*x6",0.999999999762693,0.999991212537662,0.999990960822458
"P2",9,0.894877760275986,2.85063654822279,-965.340886928853,0.800470103144237,15,978.873,"p0(x13)*x10","x1","x5",1,0.999999999907422,0.999899631727292
"P3",9,0.882451883035285,3.03743308918969,-972.247609561542,0.778148355831971,14,1033.58500000001,"p0(x13)*x9","p3(x6)*(x6*x9)","x9",1,1,1
"P4",9,0.853700344289937,3.26536304141528,-978.330023769729,0.702246235764628,17,939.548999999999,"sigmoid(x13)*x9","x9","x6*x9",1,1,1
"P5",9,0.898183031019724,2.80783680760083,-973.716169564725,0.806348083858237,10,765.374000000011,"p3(x6)","p0(x13)*x10","x10*x11",1,1,0.999998080897821
"P6",9,0.876017570099593,3.03413295922011,-987.082508237867,0.75896915320181,13,905.377000000008,"x9","troot(x6)*x9","x9*p0(x13)",1,1,1
