"Experiment","Run","Correlation","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",28,0.890669533672945,2.87945200298573,-974.212157742655,0.789837959674673,12,NA,"x6","x11","x10",2.36532670927113,1.61482620734406,1.5647861941473
"P2",28,0.825016896497512,3.46406823652948,-969.730567156243,0.563300449108455,18,NA,"x10","x1","x11",2.31745982126432,1.32513977624429,0.987465874566511
"P3",28,0.819955428574658,3.56729780013841,-964.245440224667,0.542893223454744,13,NA,"x12","x13","x7",2.26357070747977,1.49275074000201,1.38311968951544
"P4",28,0.811892123719182,3.72681970856008,-974.692450593613,0.53925205682629,16,NA,"x13","x10","x1",2.47758056405964,1.0502195789239,1.0291130915837
"P5",28,0.901124568781753,2.68813475206571,-978.031124423033,0.811572585927048,20,NA,"x9","x10","x11",1.16605522157854,1.15772968531655,1.13341747875947
"P6",28,0.803232689134742,3.84549382757979,-973.712806565141,0.517275240133301,7,NA,"x1","x11","x13",1.00021756386821,0.99996849683874,0.997439322788176
